Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID,cleaned_text,tokens,compound,positive,neutral,negative,sentiment_label
JO_aiai,@JamesONeil3414,2025-04-26T22:45:04.000Z,False,"Absolutely! Harnessing tech for community upliftment reminds me of Bitcoin's decentralized trust—empowering grassroots movements with cutting-edge solutions. Let’s keep pushing for sustainable, inclusive progress!",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1891348970070220800/pFqiTVzG_bigger.jpg,https://x.com/JamesONeil3414/status/1916262279286558999,tweet_id:1916262279286558999,"Absolutely! Harnessing tech for community upliftment reminds me of Bitcoin's decentralized trust—empowering grassroots movements with cutting-edge solutions. Let’s keep pushing for sustainable, inclusive progress!","['absolutely', 'harnessing', 'tech', 'community', 'upliftment', 'reminds', 'bitcoins', 'decentralized', 'trustempowering', 'grassroots', 'movement', 'cuttingedge', 'solution', 'let', 'keep', 'pushing', 'sustainable', 'inclusive', 'progress']",0.6229,0.188,0.812,0.0,positive
JO_aiai,@JamesONeil3414,2025-04-26T22:45:04.000Z,False,"Innovation like quantum computing mirrors Bitcoin’s proof-of-work—both require intense effort to secure trust in a complex system. Imagine quantum bits solving puzzles faster than classical, just like how miners verify transactions in seconds, not centuries.",0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1891348970070220800/pFqiTVzG_bigger.jpg,https://x.com/JamesONeil3414/status/1916262277407465520,tweet_id:1916262277407465520,"Innovation like quantum computing mirrors Bitcoin’s proof-of-work—both require intense effort to secure trust in a complex system. Imagine quantum bits solving puzzles faster than classical, just like how miners verify transactions in seconds, not centuries.","['innovation', 'like', 'quantum', 'computing', 'mirror', 'bitcoins', 'proofofworkboth', 'require', 'intense', 'effort', 'secure', 'trust', 'complex', 'system', 'imagine', 'quantum', 'bit', 'solving', 'puzzle', 'faster', 'classical', 'like', 'miner', 'verify', 'transaction', 'second', 'century']",0.9325,0.386,0.614,0.0,positive
Leveraged Leaders,@simple_setups,2025-04-26T22:45:01.000Z,True,We posted this chart on April 19th - BITCOIN now up 11.5%,0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1746912183336742913/Lsoirj02_bigger.jpg,https://x.com/simple_setups/status/1916262264778182730,tweet_id:1916262264778182730,We posted this chart on April 19th - BITCOIN now up 11.5%,"['posted', 'chart', 'april', '19th', 'bitcoin', '115']",0.0,0.0,1.0,0.0,neutral
Retardiod,@retardiod,2025-04-26T22:44:59.000Z,False,"Bitcoin had Satoshi Nakamoto
Housecoin has  
Fartcoin has  

Study the holy trinity",0,0,0,4,[],"['@Fapital3', '@DipWheeler']",[],https://pbs.twimg.com/profile_images/1906775001258139648/eJYEF3jz_bigger.jpg,https://x.com/retardiod/status/1916262257438138660,tweet_id:1916262257438138660,"Bitcoin had Satoshi Nakamoto
Housecoin has  
Fartcoin has  

Study the holy trinity","['bitcoin', 'satoshi', 'nakamoto', 'housecoin', 'fartcoin', 'study', 'holy', 'trinity']",0.0,0.0,1.0,0.0,neutral
Tehseen Ahmed,@Tahseenahmed22,2025-04-26T22:44:58.000Z,True,"BIG BREAKING NEWS 

A ProShares Trust XRP ETF launching on April 30, 2025 would be a massive step for mainstream crypto adoption — especially for XRP, which has been waiting for its big regulatory breakthrough. ProShares is a major player too (they were first with a Bitcoin",0,0,0,5,[],[],['\\U0001f6a8'],https://pbs.twimg.com/profile_images/1858236174742999040/ZzfSnK_x_bigger.jpg,https://x.com/Tahseenahmed22/status/1916262255991394818,tweet_id:1916262255991394818,"BIG BREAKING NEWS 

A ProShares Trust XRP ETF launching on April 30, 2025 would be a massive step for mainstream crypto adoption — especially for XRP, which has been waiting for its big regulatory breakthrough. ProShares is a major player too (they were first with a Bitcoin","['big', 'breaking', 'news', 'proshares', 'trust', 'xrp', 'etf', 'launching', 'april', '30', '2025', 'would', 'massive', 'step', 'mainstream', 'crypto', 'adoption', 'especially', 'xrp', 'waiting', 'big', 'regulatory', 'breakthrough', 'proshares', 'major', 'player', 'first', 'bitcoin']",0.5106,0.074,0.926,0.0,positive
Chonk,@Chonk2025,2025-04-26T22:44:57.000Z,True,#kaspa ##bitcoin #Ethereum #solana #DOGE #Shib,0,0,0,0,"['#kaspa', '#bitcoin', '#Ethereum', '#solana', '#DOGE', '#Shib']",[],[],https://pbs.twimg.com/profile_images/1865033349334532096/r5E13CL8_bigger.jpg,https://x.com/Chonk2025/status/1916262250655973596,tweet_id:1916262250655973596,#kaspa ##bitcoin #Ethereum #solana #DOGE #Shib,[],0.0,0.0,1.0,0.0,neutral
Bitcoinapolis: Bitcoin is hope,@Bitcoinapolis55,2025-04-26T22:44:56.000Z,True,"Yeah 58x, assuming El Salvador has 6M people and we have a little over 348M. (I checked with Grok, hopefully my post made some sense.)  And the assumption is we start with 0. I just posted another version of this to another post as if we still had the 200K.  keeps us",0,0,0,2,[],['@SaniExp'],['\\U0001f913'],https://pbs.twimg.com/profile_images/1865022288837373952/qWutyg_E_bigger.jpg,https://x.com/Bitcoinapolis55/status/1916262247577665960,tweet_id:1916262247577665960,"Yeah 58x, assuming El Salvador has 6M people and we have a little over 348M. (I checked with Grok, hopefully my post made some sense.)  And the assumption is we start with 0. I just posted another version of this to another post as if we still had the 200K.  keeps us","['yeah', '58x', 'assuming', 'el', 'salvador', '6m', 'people', 'little', '348m', 'checked', 'grok', 'hopefully', 'post', 'made', 'sense', 'assumption', 'start', '0', 'posted', 'another', 'version', 'another', 'post', 'still', '200k', 'keep', 'u']",0.5994,0.093,0.907,0.0,positive
Crypto Randy,@Renzolaww,2025-04-26T22:44:56.000Z,False,"#ETHWUSDT 

Entry: 1.43

Target 1: 1.57Target 2: 1.65Target 3: 1.78Target 4: 1.82  
Target 5: 1.94Target 6: 2.07",0,0,0,3,"['#ETHWUSDT', '', '', '', '', '', '', '', '', '', '', '', '']",[],"['\\u2705', '\\u2705', '\\u2705', '\\u2705', '\\u2705', '\\u2705', '\\u2705']",https://pbs.twimg.com/profile_images/1876887505384906752/q7JD5j2m_bigger.jpg,https://x.com/Renzolaww/status/1916262245861835186,tweet_id:1916262245861835186,"#ETHWUSDT 

Entry: 1.43

Target 1: 1.57Target 2: 1.65Target 3: 1.78Target 4: 1.82  
Target 5: 1.94Target 6: 2.07","['entry', '143', 'target', '1', '157target', '2', '165target', '3', '178target', '4', '182', 'target', '5', '194target', '6', '207']",0.0,0.0,1.0,0.0,neutral
A Lost Bitcoin,@alostbitcoin,2025-04-26T22:44:55.000Z,False,"Small time investors would have put whatever they are willing to lose in bitcoin.
Bitcoiners will have put in most of their wealth because they are not willing to lose it.
Our friends & family get to say I told you so and ask us what we were thinking.
Plenty of shame & pain",0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1901782842088271872/DTVQyoVH_bigger.jpg,https://x.com/alostbitcoin/status/1916262242682626185,tweet_id:1916262242682626185,"Small time investors would have put whatever they are willing to lose in bitcoin.
Bitcoiners will have put in most of their wealth because they are not willing to lose it.
Our friends & family get to say I told you so and ask us what we were thinking.
Plenty of shame & pain","['small', 'time', 'investor', 'would', 'put', 'whatever', 'willing', 'lose', 'bitcoin', 'bitcoiners', 'put', 'wealth', 'willing', 'lose', 'friend', 'family', 'get', 'say', 'told', 'ask', 'u', 'thinking', 'plenty', 'shame', 'pain']",-0.6412,0.104,0.71,0.186,negative
Southern Fried Chad,@CountryBitcoin,2025-04-26T22:44:53.000Z,True,Lmao,0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1894800860695130112/Z0RoHmp8_bigger.jpg,https://x.com/CountryBitcoin/status/1916262233937490127,tweet_id:1916262233937490127,Lmao,['lmao'],0.5994,1.0,0.0,0.0,positive
₿itPulse,@BitPulse_X,2025-04-26T22:44:51.000Z,True," New Bitcoin Block Found
━━━━━━━━━━━━━━━━━━━━━━ Height: 894111 Mined by: Viabtc Transactions: 1,793 Network Hashrate: 814.05 EH/s Timestamp: 1745707464 Reward: 3.14856286 BTC

— powered by ₿itPulse",0,0,0,5,[],[],"['\\U0001f9f1', '\\U0001f4cf', '\\U0001f9d1\\u200d\\U0001f3ed', '\\U0001f517', '\\u26a1', '\\U0001f552', '\\U0001f381']",https://pbs.twimg.com/profile_images/1916162357664837632/g3AMOI4F_bigger.jpg,https://x.com/BitPulse_X/status/1916262225930817819,tweet_id:1916262225930817819," New Bitcoin Block Found
━━━━━━━━━━━━━━━━━━━━━━ Height: 894111 Mined by: Viabtc Transactions: 1,793 Network Hashrate: 814.05 EH/s Timestamp: 1745707464 Reward: 3.14856286 BTC

— powered by ₿itPulse","['new', 'bitcoin', 'block', 'found', 'height', '894111', 'mined', 'viabtc', 'transaction', '1793', 'network', 'hashrate', '81405', 'ehs', 'timestamp', '1745707464', 'reward', '314856286', 'btc', 'powered', 'itpulse']",0.2023,0.129,0.769,0.101,positive
jonathan,@RagingBitcoin,2025-04-26T22:44:49.000Z,True,if you held your crypto on keys that you have control over then these scam emails cant affect or harm you,0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1815109010124611584/htL0GoAD_bigger.jpg,https://x.com/RagingBitcoin/status/1916262217370005934,tweet_id:1916262217370005934,if you held your crypto on keys that you have control over then these scam emails cant affect or harm you,"['held', 'crypto', 'key', 'control', 'scam', 'email', 'cant', 'affect', 'harm']",-0.2144,0.112,0.744,0.145,negative
ColorCombos.com,@ColorCombos,2025-04-26T22:44:49.000Z,True,What if Bitcoin is only a store of value for 8 billion people in the world and that’s its only feature? Would that be good enough?,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/590292371079725057/YP_sB59B_bigger.png,https://x.com/ColorCombos/status/1916262214685643171,tweet_id:1916262214685643171,What if Bitcoin is only a store of value for 8 billion people in the world and that’s its only feature? Would that be good enough?,"['bitcoin', 'store', 'value', '8', 'billion', 'people', 'world', 'thats', 'feature', 'would', 'good', 'enough']",0.6868,0.205,0.795,0.0,positive
PurpleDreams,@Purple369Minds,2025-04-26T22:44:48.000Z,False,"Good points here, Bitcoin and physical gold might have complementary strengths overall.

I am not even questioning WorldMobile as a project, it has probably the biggest real userbase in all of crypto. 

The main question was how WMTx can capture value as a gas/reward token.",0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1833205424054476801/GUuDg66X_bigger.jpg,https://x.com/Purple369Minds/status/1916262212655550900,tweet_id:1916262212655550900,"Good points here, Bitcoin and physical gold might have complementary strengths overall.

I am not even questioning WorldMobile as a project, it has probably the biggest real userbase in all of crypto. 

The main question was how WMTx can capture value as a gas/reward token.","['good', 'point', 'bitcoin', 'physical', 'gold', 'might', 'complementary', 'strength', 'overall', 'even', 'questioning', 'worldmobile', 'project', 'probably', 'biggest', 'real', 'userbase', 'crypto', 'main', 'question', 'wmtx', 'capture', 'value', 'gasreward', 'token']",0.8072,0.197,0.803,0.0,positive
𝔼𝕩𝕖𝕔𝕦𝕥𝕚𝕧𝕖-𝔸 -,@Executiveape1,2025-04-26T22:44:48.000Z,False,Facts when a bitcoin miner gets obsolete do they sell for full purchase price nope it deprecated in value ya know lol some ppl are crazy but definitely happy with this,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1909704727232724992/UQebtqfZ_bigger.jpg,https://x.com/Executiveape1/status/1916262210264817825,tweet_id:1916262210264817825,Facts when a bitcoin miner gets obsolete do they sell for full purchase price nope it deprecated in value ya know lol some ppl are crazy but definitely happy with this,"['fact', 'bitcoin', 'miner', 'get', 'obsolete', 'sell', 'full', 'purchase', 'price', 'nope', 'deprecated', 'value', 'ya', 'know', 'lol', 'ppl', 'crazy', 'definitely', 'happy']",0.872,0.309,0.608,0.084,positive
Michael Saylor (Parody),@AlpacaGigaChad,2025-04-26T22:44:47.000Z,False,Unstoppable. $ALPACA - The Bitcoin Mascot,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1908840461839519744/3Rjz-2xu_bigger.jpg,https://x.com/AlpacaGigaChad/status/1916262207693926536,tweet_id:1916262207693926536,Unstoppable. $ALPACA - The Bitcoin Mascot,"['unstoppable', 'alpaca', 'bitcoin', 'mascot']",-0.2023,0.0,0.69,0.31,negative
Mudrex Intern,@mudrexintern,2025-04-26T22:44:46.000Z,True,A thought-provoking perspective on the impact of Bitcoin.,0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1909164762157518848/IV08GZ8z_bigger.jpg,https://x.com/mudrexintern/status/1916262203273187391,tweet_id:1916262203273187391,A thought-provoking perspective on the impact of Bitcoin.,"['thoughtprovoking', 'perspective', 'impact', 'bitcoin']",0.0,0.0,1.0,0.0,neutral
Kaio,@KaioEoiaK,2025-04-26T22:44:42.000Z,False,Já comprou Bitcoin?,0,0,0,2,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/KaioEoiaK/status/1916262188873818530,tweet_id:1916262188873818530,Já comprou Bitcoin?,"['já', 'comprou', 'bitcoin']",0.0,0.0,1.0,0.0,neutral
The ₿itcoin Therapist,@TheBTCTherapist,2025-04-26T22:44:42.000Z,True,Yes I buy Bitcoin.,0,0,0,14,[],[],[],https://pbs.twimg.com/profile_images/1881888673244807168/BD2s8MSA_bigger.jpg,https://x.com/TheBTCTherapist/status/1916262187615572050,tweet_id:1916262187615572050,Yes I buy Bitcoin.,"['yes', 'buy', 'bitcoin']",0.4019,0.574,0.426,0.0,positive
Tracy Taylor Elliott,@TracyTElliott2,2025-04-26T22:44:41.000Z,True,Bitcoin FilmFest.,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1863956570125533184/RGw9ZYng_bigger.jpg,https://x.com/TracyTElliott2/status/1916262181143818266,tweet_id:1916262181143818266,Bitcoin FilmFest.,"['bitcoin', 'filmfest']",0.0,0.0,1.0,0.0,neutral
HodlFlorida,@HodlFlorida,2025-04-26T22:44:37.000Z,True,"It feels like Bitcoin is coiling up for another jump tomorrow!

Anyone else?",0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1907883947310063616/Pw29RFdy_bigger.jpg,https://x.com/HodlFlorida/status/1916262165696418073,tweet_id:1916262165696418073,"It feels like Bitcoin is coiling up for another jump tomorrow!

Anyone else?","['feel', 'like', 'bitcoin', 'coiling', 'another', 'jump', 'tomorrow', 'anyone', 'else']",0.4199,0.189,0.811,0.0,positive
Enferrujado Shackleford,@RealEnferrujado,2025-04-26T22:44:35.000Z,False,"I can't see your bitcoin so I can't steal it. We also don't need the internet if you have a smart phone and a wallet on there with coin in it. P2P transactions! 

I'm a gold and silver lover to..but there's more to surviving what's coming.",0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1904222718452711424/R0chIcYz_bigger.jpg,https://x.com/RealEnferrujado/status/1916262156125016285,tweet_id:1916262156125016285,"I can't see your bitcoin so I can't steal it. We also don't need the internet if you have a smart phone and a wallet on there with coin in it. P2P transactions! 

I'm a gold and silver lover to..but there's more to surviving what's coming.","['cant', 'see', 'bitcoin', 'cant', 'steal', 'also', 'dont', 'need', 'internet', 'smart', 'phone', 'wallet', 'coin', 'p2p', 'transaction', 'im', 'gold', 'silver', 'lover', 'tobut', 'there', 'surviving', 'whats', 'coming']",0.9037,0.248,0.752,0.0,positive
Highlander Bitcoin,@FOXZone77,2025-04-26T22:44:33.000Z,False,Qual filme você deletaria do universo da frase 4?,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1914460757632122880/9k5nWsz2_bigger.jpg,https://x.com/FOXZone77/status/1916262151104188562,tweet_id:1916262151104188562,Qual filme você deletaria do universo da frase 4?,"['qual', 'filme', 'você', 'deletaria', 'universo', 'da', 'frase', '4']",0.0,0.0,1.0,0.0,neutral
Asosyal,@SosyalBela34,2025-04-26T22:44:33.000Z,True,"*ruspu evladı fenomenler piyasa aşağı giderken uçaçaz kaçacaz diyorlar..

Piyasa yön yukarı oluncada düşecek,çakılcak diyor.

Sizin ben izzeti ikramınızı *ikeyim#altcoin #bitcoin #Etherium #kripto",0,0,0,2,"['#altcoin', '#bitcoin', '#Etherium', '#kripto']",[],[],https://pbs.twimg.com/profile_images/1908479002362228738/WScWKcWq_bigger.jpg,https://x.com/SosyalBela34/status/1916262150353375661,tweet_id:1916262150353375661,"*ruspu evladı fenomenler piyasa aşağı giderken uçaçaz kaçacaz diyorlar..

Piyasa yön yukarı oluncada düşecek,çakılcak diyor.

Sizin ben izzeti ikramınızı *ikeyim#altcoin #bitcoin #Etherium #kripto","['ruspu', 'evladı', 'fenomenler', 'piyasa', 'aşağı', 'giderken', 'uçaçaz', 'kaçacaz', 'diyorlar', 'piyasa', 'yön', 'yukarı', 'oluncada', 'düşecekçakılcak', 'diyor', 'sizin', 'ben', 'izzeti', 'ikramınızı', 'ikeyim']",0.0,0.0,1.0,0.0,neutral
Crypto Randy,@Renzolaww,2025-04-26T22:44:33.000Z,False,"#TURBOUSDTEntry: 0.0044

Target 1: 0.0046Target 2: 0.0050
Target 3: 0.0052
Target 4: 0.0054#bitcoin  #crypto #btc #eth #altcoin #trading #signal #memecoin #forex ",0,0,0,8,"['#TURBOUSDT', '#bitcoin', '#crypto', '#btc', '#eth', '#altcoin', '#trading', '#signal', '#memecoin', '#forex', '', '', '', '', '']",[],['\\u2705'],https://pbs.twimg.com/profile_images/1876887505384906752/q7JD5j2m_bigger.jpg,https://x.com/Renzolaww/status/1916262149506179319,tweet_id:1916262149506179319,"#TURBOUSDTEntry: 0.0044

Target 1: 0.0046Target 2: 0.0050
Target 3: 0.0052
Target 4: 0.0054#bitcoin  #crypto #btc #eth #altcoin #trading #signal #memecoin #forex ","['00044', 'target', '1', '00046target', '2', '00050', 'target', '3', '00052', 'target', '4', '00054']",0.0,0.0,1.0,0.0,neutral
Matthew Greene,@MatthewGreene79,2025-04-26T22:44:32.000Z,False,So mid-mayish for bitcoin bottom?,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1479841955869691905/BVJX-lIz_bigger.jpg,https://x.com/MatthewGreene79/status/1916262143818957064,tweet_id:1916262143818957064,So mid-mayish for bitcoin bottom?,"['midmayish', 'bitcoin', 'bottom']",0.0,0.0,1.0,0.0,neutral
neonsacrament,@neonsacrament,2025-04-26T22:44:32.000Z,False,"this is good for bitcoin 

milady",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1906424452797050882/MQTZgmFz_bigger.jpg,https://x.com/neonsacrament/status/1916262143462191407,tweet_id:1916262143462191407,"this is good for bitcoin 

milady","['good', 'bitcoin', 'milady']",0.4404,0.367,0.633,0.0,positive
BitFLUX,@BitFluxFi,2025-04-26T22:44:30.000Z,True,"The BTCFi era is only just beginning — and we’re proud to be part of the conversation. 

See you at Bitcoin Fusion!",0,0,0,11,[],[],[],https://pbs.twimg.com/profile_images/1886076737475289088/Or1Lgt0p_bigger.jpg,https://x.com/BitFluxFi/status/1916262137472623101,tweet_id:1916262137472623101,"The BTCFi era is only just beginning — and we’re proud to be part of the conversation. 

See you at Bitcoin Fusion!","['btcfi', 'era', 'beginning', 'proud', 'part', 'conversation', 'see', 'bitcoin', 'fusion']",0.5255,0.145,0.855,0.0,positive
soom,@cnsoom,2025-04-26T22:44:28.000Z,True,"The First pumpfun EVER 

found on the bitcoin forums in 2017.

wont be this low for long. 

8CZtx6PCAtdemEJvp48ify2fkZLWeyLEXAkQuqMHpump",0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1915567478870335491/ZDcD6fVd_bigger.jpg,https://x.com/cnsoom/status/1916262128803319940,tweet_id:1916262128803319940,"The First pumpfun EVER 

found on the bitcoin forums in 2017.

wont be this low for long. 

8CZtx6PCAtdemEJvp48ify2fkZLWeyLEXAkQuqMHpump","['first', 'pumpfun', 'ever', 'found', 'bitcoin', 'forum', '2017', 'wont', 'low', 'long', '8cztx6pcatdemejvp48ify2fkzlweylexakquqmhpump']",-0.3346,0.0,0.877,0.123,negative
Bigcricket,@Bigcricket467,2025-04-26T22:44:26.000Z,False,"I am only in/supporting Bitcoin soley based on self interest.  Not only the self interest to grow my value and perserve it... but the self interest to have the world fixed by a hard money standard because of the benefit that it  will provide to me, my family and my kind.",0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1856347905579237376/4q8J5H8e_bigger.jpg,https://x.com/Bigcricket467/status/1916262121215578394,tweet_id:1916262121215578394,"I am only in/supporting Bitcoin soley based on self interest.  Not only the self interest to grow my value and perserve it... but the self interest to have the world fixed by a hard money standard because of the benefit that it  will provide to me, my family and my kind.","['insupporting', 'bitcoin', 'soley', 'based', 'self', 'interest', 'self', 'interest', 'grow', 'value', 'perserve', 'self', 'interest', 'world', 'fixed', 'hard', 'money', 'standard', 'benefit', 'provide', 'family', 'kind']",0.9493,0.296,0.679,0.026,positive
