user_id,event_name,timestamp,campaign,device
user_0a7f9b42,email_opened,2025-03-16 02:40:29,Summer Promo,iPhone
user_0a7f9b42,app_login,2025-04-21 02:40:29,Black Friday,Android
user_0a7f9b42,app_login,2025-03-05 02:40:29,Spring Sale,iPhone
user_0a7f9b42,clicked,2024-12-01 02:40:29,Summer Promo,Web
user_0a7f9b42,email_opened,2025-01-02 02:40:30,Summer Promo,Android
user_0a7f9b42,clicked,2024-11-27 02:40:30,Summer Promo,Web
user_0a7f9b42,email_opened,2024-11-11 02:40:30,Spring Sale,iPhone
user_0a7f9b42,app_login,2025-03-24 02:40:30,Spring Sale,Web
user_0a7f9b42,email_opened,2025-01-22 02:40:30,Summer Promo,Android
user_0a7f9b42,app_login,2025-01-14 02:40:30,Summer Promo,Web
user_0a7f9b42,email_opened,2024-11-10 02:40:30,Black Friday,Android
user_0a7f9b42,app_login,2025-01-20 02:40:30,Black Friday,Android
user_0a7f9b42,app_login,2025-03-15 02:40:30,Spring Sale,iPhone
user_26b48e89,clicked,2025-04-06 02:40:30,Black Friday,Android
user_26b48e89,clicked,2024-11-09 02:40:30,Black Friday,Web
user_26b48e89,clicked,2025-03-26 02:40:31,Summer Promo,iPhone
user_26b48e89,app_login,2025-01-06 02:40:31,Summer Promo,Web
user_26b48e89,clicked,2025-01-31 02:40:31,Summer Promo,Android
user_26b48e89,app_login,2025-03-04 02:40:31,Spring Sale,Android
user_26b48e89,app_login,2025-03-15 02:40:31,Summer Promo,Web
user_26b48e89,email_opened,2025-04-27 02:40:31,Black Friday,Web
user_26b48e89,clicked,2025-04-12 02:40:31,Black Friday,Android
user_26b48e89,email_opened,2025-02-17 02:40:31,Black Friday,Android
user_26b48e89,email_opened,2025-03-19 02:40:31,Spring Sale,Web
user_26b48e89,email_opened,2025-02-05 02:40:31,Black Friday,Web
user_26b48e89,email_opened,2025-04-11 02:40:31,Spring Sale,iPhone
user_26b48e89,clicked,2024-12-27 02:40:31,Spring Sale,iPhone
user_26b48e89,clicked,2025-01-10 02:40:31,Summer Promo,iPhone
user_26b48e89,clicked,2025-02-25 02:40:31,Spring Sale,iPhone
user_26b48e89,app_login,2025-01-08 02:40:31,Summer Promo,Web
user_26b48e89,clicked,2024-12-20 02:40:31,Black Friday,iPhone
user_26b48e89,email_opened,2024-11-16 02:40:31,Spring Sale,Web
user_26b48e89,app_login,2024-12-24 02:40:31,Summer Promo,Android
user_26b48e89,clicked,2025-01-14 02:40:32,Summer Promo,iPhone
user_26b48e89,app_login,2025-01-14 02:40:32,Spring Sale,Web
user_26b48e89,email_opened,2025-04-10 02:40:32,Black Friday,Android
user_26b48e89,clicked,2025-03-09 02:40:32,Black Friday,iPhone
user_26b48e89,clicked,2024-11-20 02:40:32,Black Friday,iPhone
user_26b48e89,clicked,2025-02-02 02:40:32,Spring Sale,Android
user_26b48e89,app_login,2024-11-03 02:40:32,Summer Promo,Web
user_26b48e89,clicked,2025-01-17 02:40:32,Black Friday,Android
user_26b48e89,app_login,2024-11-05 02:40:32,Summer Promo,iPhone
user_26b48e89,clicked,2025-04-29 02:40:32,Black Friday,Web
user_26b48e89,clicked,2025-03-31 02:40:32,Black Friday,Android
user_26b48e89,app_login,2024-11-13 02:40:32,Spring Sale,Web
user_26b48e89,app_login,2025-03-08 02:40:32,Black Friday,iPhone
user_26b48e89,email_opened,2025-03-05 02:40:32,Spring Sale,Android
user_26b48e89,app_login,2025-01-15 02:40:32,Summer Promo,Android
user_26b48e89,email_opened,2024-12-18 02:40:32,Spring Sale,iPhone
user_26b48e89,clicked,2024-12-23 02:40:32,Summer Promo,iPhone
user_26b48e89,clicked,2024-11-13 02:40:32,Spring Sale,Android
user_26b48e89,app_login,2025-03-02 02:40:32,Black Friday,Web
user_26b48e89,app_login,2025-04-24 02:40:32,Summer Promo,Web
user_26b48e89,app_login,2024-12-27 02:40:32,Black Friday,Android
user_26b48e89,email_opened,2025-03-20 02:40:32,Black Friday,Android
user_26b48e89,clicked,2025-01-14 02:40:32,Summer Promo,iPhone
user_26b48e89,email_opened,2024-11-25 02:40:32,Spring Sale,iPhone
user_26b48e89,clicked,2024-12-16 02:40:32,Black Friday,Web
user_26b48e89,clicked,2025-01-28 02:40:33,Spring Sale,Android
user_26b48e89,email_opened,2025-04-13 02:40:33,Black Friday,iPhone
user_26b48e89,clicked,2025-03-27 02:40:33,Summer Promo,iPhone
user_26b48e89,app_login,2025-03-25 02:40:33,Summer Promo,Android
user_26b48e89,app_login,2025-03-03 02:40:33,Summer Promo,iPhone
user_26b48e89,app_login,2024-12-06 02:40:33,Black Friday,Web
user_26b48e89,clicked,2025-01-21 02:40:33,Summer Promo,Android
user_26b48e89,app_login,2025-03-07 02:40:33,Black Friday,Web
user_26b48e89,email_opened,2025-03-08 02:40:33,Black Friday,Android
user_26b48e89,clicked,2024-12-25 02:40:33,Summer Promo,iPhone
user_26b48e89,email_opened,2024-12-02 02:40:33,Spring Sale,iPhone
user_26b48e89,app_login,2025-01-14 02:40:33,Spring Sale,Android
user_26b48e89,clicked,2025-04-01 02:40:33,Black Friday,Android
user_4d667358,clicked,2025-03-06 02:40:33,Spring Sale,iPhone
user_4d667358,clicked,2025-04-28 02:40:33,Spring Sale,Web
user_4d667358,clicked,2025-04-11 02:40:33,Spring Sale,Android
user_4d667358,app_login,2025-01-29 02:40:33,Summer Promo,iPhone
user_4d667358,app_login,2024-11-07 02:40:33,Spring Sale,iPhone
user_4d667358,app_login,2024-12-10 02:40:33,Black Friday,iPhone
user_4d667358,app_login,2025-01-20 02:40:33,Spring Sale,Android
user_4d667358,clicked,2024-12-31 02:40:33,Spring Sale,iPhone
user_4d667358,clicked,2024-12-19 02:40:34,Summer Promo,Android
user_4d667358,clicked,2024-11-17 02:40:34,Spring Sale,Android
user_4d667358,email_opened,2025-04-04 02:40:34,Black Friday,Web
user_4d667358,app_login,2025-03-16 02:40:34,Black Friday,Web
user_4d667358,app_login,2024-12-05 02:40:34,Spring Sale,iPhone
user_4d667358,clicked,2025-01-20 02:40:34,Black Friday,Android
user_4d667358,clicked,2025-01-06 02:40:34,Spring Sale,Web
user_4d667358,app_login,2025-03-11 02:40:34,Spring Sale,Web
user_4d667358,app_login,2024-11-05 02:40:34,Spring Sale,Android
user_4d667358,app_login,2025-02-21 02:40:34,Black Friday,Android
user_4d667358,clicked,2025-02-21 02:40:34,Summer Promo,iPhone
user_4d667358,app_login,2025-04-05 02:40:34,Summer Promo,Web
user_4d667358,clicked,2024-12-24 02:40:34,Spring Sale,Web
user_4d667358,app_login,2025-02-03 02:40:34,Spring Sale,iPhone
user_4d667358,app_login,2025-01-06 02:40:34,Black Friday,iPhone
user_4d667358,app_login,2024-11-01 02:40:34,Black Friday,Android
user_4d667358,email_opened,2024-11-16 02:40:34,Black Friday,iPhone
user_4d667358,app_login,2025-04-11 02:40:34,Black Friday,Web
user_4d667358,clicked,2025-02-13 02:40:34,Summer Promo,iPhone
user_4d667358,email_opened,2025-01-08 02:40:34,Black Friday,Android
user_4d667358,clicked,2024-11-09 02:40:34,Black Friday,Android
user_4d667358,app_login,2025-01-01 02:40:34,Spring Sale,iPhone
user_4d667358,email_opened,2025-01-17 02:40:34,Spring Sale,Web
user_4d667358,email_opened,2025-01-09 02:40:34,Summer Promo,Android
user_4d667358,email_opened,2025-01-22 02:40:34,Black Friday,Web
user_4d667358,clicked,2025-02-20 02:40:35,Spring Sale,Android
user_4d667358,email_opened,2025-03-24 02:40:35,Black Friday,Android
user_4d667358,app_login,2025-04-26 02:40:35,Spring Sale,iPhone
user_ea2f63af,clicked,2025-02-11 02:40:35,Black Friday,Web
user_ea2f63af,clicked,2025-01-13 02:40:35,Summer Promo,Web
user_ea2f63af,clicked,2025-02-09 02:40:35,Spring Sale,Web
user_ea2f63af,app_login,2025-04-26 02:40:35,Black Friday,iPhone
user_ea2f63af,app_login,2025-01-07 02:40:35,Black Friday,iPhone
user_ea2f63af,clicked,2025-01-18 02:40:35,Black Friday,Android
user_ea2f63af,app_login,2025-02-25 02:40:35,Summer Promo,iPhone
user_ea2f63af,app_login,2025-02-02 02:40:35,Black Friday,Android
user_ea2f63af,email_opened,2025-03-23 02:40:35,Black Friday,iPhone
user_ea2f63af,email_opened,2025-03-01 02:40:35,Summer Promo,Android
user_ea2f63af,email_opened,2025-01-30 02:40:35,Spring Sale,Web
user_ea2f63af,app_login,2024-11-22 02:40:35,Black Friday,iPhone
user_ea2f63af,email_opened,2025-01-07 02:40:35,Spring Sale,Web
user_ea2f63af,email_opened,2025-02-01 02:40:35,Summer Promo,Web
user_ea2f63af,clicked,2025-02-06 02:40:36,Black Friday,Android
user_ea2f63af,email_opened,2025-03-24 02:40:36,Spring Sale,Web
user_ea2f63af,app_login,2025-04-11 02:40:36,Summer Promo,iPhone
user_ea2f63af,clicked,2024-12-05 02:40:36,Black Friday,Web
user_ea2f63af,clicked,2025-03-29 02:40:36,Black Friday,iPhone
user_ea2f63af,email_opened,2025-02-25 02:40:36,Summer Promo,Web
user_ea2f63af,app_login,2024-12-13 02:40:36,Summer Promo,Android
user_ea2f63af,app_login,2025-01-17 02:40:36,Summer Promo,Web
user_ea2f63af,clicked,2025-03-28 02:40:36,Spring Sale,iPhone
user_ea2f63af,app_login,2024-11-03 02:40:36,Summer Promo,Android
user_ea2f63af,email_opened,2025-01-13 02:40:36,Black Friday,iPhone
user_ea2f63af,email_opened,2025-04-18 02:40:36,Summer Promo,iPhone
user_ea2f63af,app_login,2025-02-20 02:40:36,Black Friday,Android
user_ea2f63af,email_opened,2025-01-04 02:40:36,Summer Promo,Android
user_ea2f63af,app_login,2024-11-30 02:40:36,Black Friday,Web
user_ea2f63af,email_opened,2025-01-31 02:40:36,Summer Promo,Web
user_ea2f63af,email_opened,2025-02-28 02:40:36,Summer Promo,Web
user_ea2f63af,clicked,2025-03-01 02:40:36,Summer Promo,Android
user_ea2f63af,clicked,2025-02-21 02:40:36,Summer Promo,Web
user_ea2f63af,clicked,2025-02-11 02:40:36,Black Friday,Android
user_ea2f63af,email_opened,2025-04-12 02:40:36,Black Friday,Web
user_ea2f63af,clicked,2025-02-04 02:40:36,Spring Sale,Web
user_ea2f63af,clicked,2024-12-30 02:40:36,Black Friday,iPhone
user_ea2f63af,email_opened,2025-01-10 02:40:36,Black Friday,iPhone
user_ea2f63af,email_opened,2024-11-14 02:40:36,Spring Sale,Web
user_ea2f63af,clicked,2025-02-01 02:40:37,Spring Sale,iPhone
user_ea2f63af,app_login,2024-11-10 02:40:37,Black Friday,Android
user_ea2f63af,clicked,2025-04-25 02:40:37,Summer Promo,iPhone
user_ea2f63af,email_opened,2025-02-21 02:40:37,Summer Promo,Web
user_ea2f63af,email_opened,2025-03-13 02:40:37,Black Friday,Android
user_ea2f63af,clicked,2024-12-03 02:40:37,Black Friday,iPhone
user_ea2f63af,email_opened,2025-01-09 02:40:37,Black Friday,Web
user_ea2f63af,email_opened,2024-11-10 02:40:37,Spring Sale,Web
user_ea2f63af,app_login,2025-02-14 02:40:37,Spring Sale,Android
user_ea2f63af,email_opened,2024-12-29 02:40:37,Black Friday,Web
user_ea2f63af,clicked,2025-03-23 02:40:37,Black Friday,iPhone
user_ea2f63af,app_login,2024-12-04 02:40:37,Summer Promo,Android
user_ea2f63af,clicked,2025-03-21 02:40:37,Summer Promo,iPhone
user_ea2f63af,clicked,2025-04-28 02:40:37,Spring Sale,Web
user_ea2f63af,email_opened,2025-01-27 02:40:37,Summer Promo,Android
user_ea2f63af,email_opened,2025-03-22 02:40:37,Black Friday,iPhone
user_ea2f63af,email_opened,2024-11-17 02:40:37,Black Friday,iPhone
user_ea2f63af,email_opened,2025-03-31 02:40:37,Spring Sale,Android
user_ea2f63af,app_login,2024-11-04 02:40:37,Spring Sale,Web
user_ea2f63af,app_login,2025-01-10 02:40:37,Spring Sale,Web
user_4e7aa179,clicked,2025-02-21 02:40:38,Summer Promo,Android
user_4e7aa179,app_login,2024-12-21 02:40:38,Black Friday,Web
user_4e7aa179,clicked,2025-03-12 02:40:38,Black Friday,Android
user_4e7aa179,app_login,2025-01-08 02:40:38,Spring Sale,Android
user_4e7aa179,app_login,2024-11-03 02:40:38,Black Friday,iPhone
user_4e7aa179,clicked,2024-11-25 02:40:38,Summer Promo,Web
user_4e7aa179,clicked,2025-03-04 02:40:38,Spring Sale,iPhone
user_4e7aa179,email_opened,2025-04-22 02:40:38,Spring Sale,Web
user_4e7aa179,app_login,2025-02-05 02:40:38,Summer Promo,Android
user_4e7aa179,email_opened,2024-12-29 02:40:38,Summer Promo,Web
user_4e7aa179,email_opened,2025-02-20 02:40:38,Spring Sale,Android
user_4e7aa179,clicked,2025-03-08 02:40:38,Spring Sale,Android
user_4e7aa179,app_login,2025-02-16 02:40:38,Black Friday,Web
user_4e7aa179,email_opened,2024-11-23 02:40:38,Black Friday,iPhone
user_4e7aa179,clicked,2025-03-11 02:40:38,Black Friday,iPhone
user_4e7aa179,app_login,2025-01-20 02:40:38,Black Friday,Web
user_4e7aa179,clicked,2024-12-13 02:40:38,Spring Sale,iPhone
user_4e7aa179,app_login,2025-01-27 02:40:38,Summer Promo,Web
user_4e7aa179,app_login,2024-11-28 02:40:38,Spring Sale,Android
user_4e7aa179,clicked,2024-11-05 02:40:39,Summer Promo,Web
user_4e7aa179,clicked,2025-04-24 02:40:39,Summer Promo,Android
user_4e7aa179,clicked,2025-03-24 02:40:39,Summer Promo,Web
user_4e7aa179,email_opened,2025-01-31 02:40:39,Spring Sale,Android
user_4e7aa179,clicked,2025-01-17 02:40:39,Black Friday,Web
user_4e7aa179,clicked,2025-01-02 02:40:39,Spring Sale,Web
user_4e7aa179,app_login,2025-02-26 02:40:39,Spring Sale,Android
user_4e7aa179,app_login,2025-03-24 02:40:39,Summer Promo,iPhone
user_4e7aa179,app_login,2025-02-11 02:40:39,Black Friday,iPhone
user_4e7aa179,email_opened,2024-12-23 02:40:39,Summer Promo,Web
user_4e7aa179,app_login,2025-02-21 02:40:39,Summer Promo,Web
user_4e7aa179,clicked,2025-01-28 02:40:39,Spring Sale,iPhone
user_4e7aa179,email_opened,2025-01-21 02:40:39,Spring Sale,iPhone
user_4e7aa179,clicked,2025-02-02 02:40:39,Spring Sale,iPhone
user_4e7aa179,email_opened,2025-03-24 02:40:39,Black Friday,Android
user_4e7aa179,email_opened,2025-03-03 02:40:39,Summer Promo,Web
user_4e7aa179,app_login,2025-02-17 02:40:39,Summer Promo,iPhone
user_4e7aa179,email_opened,2025-04-23 02:40:39,Black Friday,Web
user_4e7aa179,app_login,2025-04-17 02:40:39,Black Friday,Android
user_4e7aa179,clicked,2025-02-20 02:40:39,Black Friday,iPhone
user_4e7aa179,email_opened,2025-02-02 02:40:39,Black Friday,Web
user_4e7aa179,clicked,2025-01-21 02:40:40,Spring Sale,Web
user_4e7aa179,email_opened,2025-04-15 02:40:40,Black Friday,Android
user_4e7aa179,app_login,2025-04-08 02:40:40,Black Friday,Web
user_4e7aa179,email_opened,2025-04-08 02:40:40,Black Friday,Android
user_4e7aa179,clicked,2025-04-24 02:40:40,Summer Promo,Web
user_4e7aa179,email_opened,2025-04-04 02:40:40,Black Friday,iPhone
user_4e7aa179,clicked,2024-11-24 02:40:40,Black Friday,iPhone
user_4e7aa179,email_opened,2025-02-18 02:40:40,Spring Sale,Android
user_4e7aa179,email_opened,2025-03-02 02:40:40,Spring Sale,iPhone
user_4e7aa179,clicked,2025-02-01 02:40:40,Black Friday,Android
user_4e7aa179,email_opened,2025-03-14 02:40:40,Spring Sale,Android
user_4e7aa179,email_opened,2024-12-19 02:40:40,Black Friday,iPhone
user_4e7aa179,app_login,2025-02-25 02:40:40,Spring Sale,iPhone
user_4e7aa179,clicked,2025-04-16 02:40:40,Summer Promo,Web
user_4e7aa179,clicked,2025-02-26 02:40:40,Summer Promo,iPhone
user_90fc2a67,clicked,2024-12-12 02:40:40,Spring Sale,Web
user_90fc2a67,clicked,2025-04-23 02:40:40,Summer Promo,iPhone
user_90fc2a67,email_opened,2025-02-27 02:40:40,Black Friday,iPhone
user_90fc2a67,app_login,2024-11-19 02:40:40,Spring Sale,Android
user_90fc2a67,clicked,2024-12-23 02:40:40,Black Friday,Android
user_90fc2a67,clicked,2025-03-18 02:40:41,Black Friday,Android
user_90fc2a67,app_login,2025-02-09 02:40:41,Spring Sale,Android
user_90fc2a67,email_opened,2025-04-21 02:40:41,Summer Promo,Web
user_90fc2a67,email_opened,2024-12-30 02:40:41,Black Friday,Android
user_90fc2a67,email_opened,2025-02-04 02:40:41,Spring Sale,iPhone
user_90fc2a67,clicked,2025-01-30 02:40:41,Black Friday,iPhone
user_90fc2a67,clicked,2024-11-13 02:40:41,Black Friday,Web
user_90fc2a67,email_opened,2024-12-07 02:40:41,Spring Sale,Android
user_90fc2a67,email_opened,2025-01-07 02:40:41,Spring Sale,Web
user_90fc2a67,email_opened,2024-12-06 02:40:41,Spring Sale,iPhone
user_90fc2a67,email_opened,2024-12-10 02:40:41,Black Friday,Android
user_90fc2a67,email_opened,2024-12-20 02:40:41,Black Friday,iPhone
user_90fc2a67,app_login,2025-04-02 02:40:41,Summer Promo,iPhone
user_90fc2a67,email_opened,2024-11-17 02:40:41,Spring Sale,Web
user_90fc2a67,email_opened,2025-01-16 02:40:41,Summer Promo,Android
user_90fc2a67,email_opened,2025-03-16 02:40:41,Spring Sale,Web
user_90fc2a67,clicked,2024-12-24 02:40:41,Summer Promo,iPhone
user_90fc2a67,clicked,2025-02-26 02:40:41,Summer Promo,Web
user_90fc2a67,clicked,2025-03-21 02:40:41,Spring Sale,iPhone
user_90fc2a67,app_login,2024-12-10 02:40:41,Summer Promo,iPhone
user_90fc2a67,email_opened,2024-12-04 02:40:41,Spring Sale,Web
user_90fc2a67,app_login,2025-02-28 02:40:41,Black Friday,iPhone
user_90fc2a67,email_opened,2025-04-10 02:40:41,Spring Sale,Web
user_90fc2a67,email_opened,2025-01-10 02:40:41,Summer Promo,iPhone
user_90fc2a67,clicked,2025-04-20 02:40:42,Black Friday,Android
user_90fc2a67,email_opened,2025-04-19 02:40:42,Black Friday,iPhone
user_90fc2a67,clicked,2025-03-04 02:40:42,Summer Promo,iPhone
user_90fc2a67,email_opened,2025-03-10 02:40:42,Spring Sale,Android
user_90fc2a67,clicked,2025-03-31 02:40:42,Summer Promo,Android
user_90fc2a67,email_opened,2024-11-05 02:40:42,Summer Promo,iPhone
user_90fc2a67,email_opened,2025-01-20 02:40:42,Summer Promo,iPhone
user_90fc2a67,clicked,2025-04-04 02:40:42,Spring Sale,Android
user_90fc2a67,app_login,2025-01-03 02:40:42,Spring Sale,Web
user_90fc2a67,app_login,2025-01-17 02:40:42,Spring Sale,Android
user_90fc2a67,app_login,2025-02-24 02:40:42,Black Friday,iPhone
user_90fc2a67,clicked,2025-02-20 02:40:42,Summer Promo,Web
user_90fc2a67,clicked,2025-02-20 02:40:42,Spring Sale,iPhone
user_90fc2a67,app_login,2024-12-16 02:40:42,Summer Promo,Android
user_90fc2a67,clicked,2024-11-29 02:40:42,Summer Promo,Android
user_90fc2a67,clicked,2025-03-06 02:40:42,Black Friday,Android
user_90fc2a67,app_login,2025-01-10 02:40:42,Spring Sale,Android
user_90fc2a67,clicked,2024-11-12 02:40:42,Spring Sale,iPhone
user_90fc2a67,app_login,2025-04-03 02:40:42,Black Friday,Web
user_90fc2a67,app_login,2025-03-28 02:40:42,Summer Promo,Web
user_90fc2a67,clicked,2025-03-22 02:40:42,Spring Sale,iPhone
user_90fc2a67,app_login,2025-04-23 02:40:42,Black Friday,iPhone
user_90fc2a67,clicked,2025-03-22 02:40:42,Summer Promo,Web
user_90fc2a67,clicked,2024-12-09 02:40:42,Black Friday,Web
user_90fc2a67,clicked,2025-01-30 02:40:42,Black Friday,Web
user_a0ad6c4a,app_login,2025-01-26 02:40:43,Summer Promo,Android
user_a0ad6c4a,clicked,2025-01-04 02:40:43,Summer Promo,iPhone
user_a0ad6c4a,app_login,2025-03-23 02:40:43,Summer Promo,Android
user_a0ad6c4a,clicked,2025-02-12 02:40:43,Summer Promo,iPhone
user_a0ad6c4a,clicked,2024-11-20 02:40:43,Black Friday,iPhone
user_a0ad6c4a,email_opened,2024-12-18 02:40:43,Summer Promo,iPhone
user_a0ad6c4a,email_opened,2025-04-25 02:40:43,Spring Sale,Android
user_a0ad6c4a,email_opened,2025-01-02 02:40:43,Spring Sale,Android
user_a0ad6c4a,email_opened,2024-12-05 02:40:43,Summer Promo,Android
user_a0ad6c4a,app_login,2025-04-16 02:40:43,Spring Sale,Web
user_a0ad6c4a,clicked,2025-02-11 02:40:43,Black Friday,Web
user_a0ad6c4a,email_opened,2025-04-18 02:40:43,Spring Sale,Android
user_a0ad6c4a,email_opened,2024-12-11 02:40:43,Black Friday,Android
user_a0ad6c4a,email_opened,2024-12-29 02:40:43,Black Friday,Android
user_a0ad6c4a,email_opened,2025-02-05 02:40:44,Black Friday,Android
user_a0ad6c4a,email_opened,2025-04-04 02:40:44,Summer Promo,Android
user_a0ad6c4a,app_login,2025-01-12 02:40:44,Black Friday,Web
user_a0ad6c4a,clicked,2025-01-18 02:40:44,Spring Sale,Android
user_a0ad6c4a,clicked,2025-02-08 02:40:44,Summer Promo,Android
user_a0ad6c4a,app_login,2025-04-15 02:40:44,Summer Promo,Android
user_a0ad6c4a,clicked,2024-12-17 02:40:44,Summer Promo,iPhone
user_a0ad6c4a,app_login,2025-01-18 02:40:44,Black Friday,Android
user_a0ad6c4a,app_login,2025-01-16 02:40:44,Spring Sale,Android
user_a0ad6c4a,app_login,2025-03-12 02:40:44,Summer Promo,iPhone
user_a0ad6c4a,app_login,2025-02-20 02:40:44,Spring Sale,iPhone
user_a0ad6c4a,clicked,2024-11-30 02:40:44,Black Friday,iPhone
user_a0ad6c4a,clicked,2025-02-15 02:40:44,Spring Sale,iPhone
user_a0ad6c4a,app_login,2024-11-03 02:40:44,Black Friday,Android
user_a0ad6c4a,clicked,2025-02-22 02:40:44,Summer Promo,Web
user_a0ad6c4a,clicked,2025-04-09 02:40:44,Summer Promo,Web
user_a0ad6c4a,email_opened,2024-11-12 02:40:44,Summer Promo,Web
user_a0ad6c4a,clicked,2025-04-21 02:40:44,Spring Sale,Web
user_a0ad6c4a,clicked,2024-12-08 02:40:44,Black Friday,Web
user_a0ad6c4a,app_login,2024-11-26 02:40:44,Spring Sale,Web
user_a0ad6c4a,app_login,2025-01-15 02:40:45,Spring Sale,Android
user_a0ad6c4a,email_opened,2025-02-09 02:40:45,Black Friday,Web
user_a0ad6c4a,app_login,2025-03-12 02:40:45,Black Friday,Web
user_a0ad6c4a,email_opened,2024-12-25 02:40:45,Summer Promo,iPhone
user_a0ad6c4a,email_opened,2025-03-18 02:40:45,Black Friday,Web
user_a0ad6c4a,clicked,2024-11-12 02:40:45,Summer Promo,iPhone
user_a0ad6c4a,app_login,2025-02-05 02:40:45,Black Friday,Android
user_08178ce4,email_opened,2025-03-11 02:40:45,Black Friday,Web
user_08178ce4,app_login,2025-02-18 02:40:45,Spring Sale,Web
user_08178ce4,email_opened,2025-03-11 02:40:45,Summer Promo,Web
user_08178ce4,email_opened,2025-04-07 02:40:45,Black Friday,Android
user_08178ce4,app_login,2025-01-14 02:40:45,Black Friday,Web
user_08178ce4,clicked,2025-03-04 02:40:45,Black Friday,Android
user_08178ce4,clicked,2025-01-09 02:40:46,Black Friday,iPhone
user_08178ce4,clicked,2025-04-26 02:40:46,Black Friday,Android
