S.No,timestamp,price_usd
91,2025-04-20 18:35:28.737727,84738
92,2025-04-20 18:35:38.871309,84738
93,2025-04-20 18:35:48.970763,84738
94,2025-04-20 18:36:59.590139,84744
95,2025-04-20 18:37:09.689964,84751
96,2025-04-20 18:37:19.787866,84751
97,2025-04-20 18:37:29.877253,84751
98,2025-04-20 18:37:39.977098,84751
99,2025-04-20 18:37:50.066251,84751
100,2025-04-20 18:38:00.167121,84751
101,2025-04-20 18:39:10.768220,84762
102,2025-04-20 18:39:20.875009,84762
103,2025-04-20 18:39:31.016601,84762
104,2025-04-20 18:39:41.128389,84762
105,2025-04-20 18:39:51.226306,84762
106,2025-04-20 18:40:01.351707,84762
107,2025-04-20 18:41:12.018780,84769
108,2025-04-20 18:41:22.133078,84769
109,2025-04-20 18:41:32.285211,84769
110,2025-04-20 18:41:42.385091,84769
111,2025-04-20 18:41:52.477240,84769
112,2025-04-20 18:42:02.590100,84769
113,2025-04-20 18:42:12.697172,84768
114,2025-04-20 18:43:23.365074,84774
115,2025-04-20 18:43:33.473731,84774
116,2025-04-20 18:43:43.559863,84774
117,2025-04-20 18:43:53.654722,84774
118,2025-04-20 18:44:03.766980,84774
119,2025-04-20 18:44:13.876607,84774
120,2025-04-20 18:44:23.986092,84777
121,2025-04-20 18:44:34.098108,84777
122,2025-04-20 18:45:44.773273,84778
123,2025-04-20 18:45:54.902963,84778
124,2025-04-20 18:46:05.006457,84778
125,2025-04-20 18:46:15.100154,84778
126,2025-04-20 18:46:25.217902,84780
127,2025-04-20 18:46:35.333021,84780
128,2025-04-20 18:46:45.436986,84780
129,2025-04-20 18:47:56.073846,84780
130,2025-04-20 18:48:06.186871,84780
131,2025-04-20 18:48:16.302866,84780
132,2025-04-20 18:48:26.402642,84781
133,2025-04-20 18:48:36.499658,84781
134,2025-04-20 18:48:46.583784,84781
135,2025-04-20 18:49:57.212501,84783
136,2025-04-20 18:50:07.340462,84783
137,2025-04-20 18:50:17.446261,84783
138,2025-04-20 18:50:27.562789,84778
139,2025-04-20 18:50:37.695176,84778
140,2025-04-20 18:50:47.808049,84778
141,2025-04-20 18:51:58.531048,84778
142,2025-04-20 18:52:08.642322,84778
143,2025-04-20 18:52:18.765024,84778
144,2025-04-20 18:52:28.876973,84785
145,2025-04-20 18:52:38.986471,84785
146,2025-04-20 18:52:49.089863,84785
147,2025-04-20 18:53:59.733383,84784
148,2025-04-20 18:55:24.820476,84787
149,2025-04-20 18:55:34.892010,84795
150,2025-04-20 18:55:44.956535,84795
151,2025-04-20 18:55:55.045790,84795
152,2025-04-20 18:56:05.112885,84795
153,2025-04-20 18:56:15.186306,84795
154,2025-04-20 18:56:25.259079,84795
155,2025-04-20 18:56:35.332117,84804
156,2025-04-20 18:56:45.399802,84804
157,2025-04-20 18:57:55.862071,84816
158,2025-04-20 18:58:05.923000,84816
159,2025-04-20 18:58:15.988927,84816
160,2025-04-20 18:58:26.068735,84816
161,2025-04-20 18:58:36.151944,84819
162,2025-04-20 18:58:46.224308,84819
163,2025-04-20 18:59:56.666032,84820
164,2025-04-20 19:00:06.732888,84820
165,2025-04-20 19:00:16.789550,84820
166,2025-04-20 19:00:26.859130,84820
167,2025-04-20 19:00:36.939591,84821
168,2025-04-20 19:00:47.019450,84821
169,2025-04-20 19:01:57.444289,84832
170,2025-04-20 19:02:07.526800,84832
171,2025-04-20 19:02:17.606623,84832
172,2025-04-20 19:02:27.675077,84832
173,2025-04-20 19:02:37.782333,84859
174,2025-04-20 19:02:47.860263,84859
175,2025-04-20 19:03:58.284439,84890
176,2025-04-20 19:04:08.361612,84890
177,2025-04-20 19:04:18.467153,84890
178,2025-04-20 19:04:28.564460,84890
179,2025-04-20 19:04:38.647616,84890
180,2025-04-20 19:04:48.718977,84895
181,2025-04-20 19:05:59.192311,84925
182,2025-04-20 19:06:09.262941,84925
183,2025-04-20 19:06:19.332984,84925
184,2025-04-20 19:06:29.426963,84925
185,2025-04-20 19:06:39.569911,84925
186,2025-04-20 19:06:49.647205,84934
187,2025-04-20 19:08:00.079345,84944
188,2025-04-20 19:08:10.165024,84944
189,2025-04-20 19:08:20.251851,84944
190,2025-04-20 19:08:30.338157,84944
191,2025-04-20 19:08:40.406864,84944
192,2025-04-20 19:09:50.836127,84982
193,2025-04-20 19:10:00.903724,84982
194,2025-04-20 19:10:10.971229,84982
195,2025-04-20 19:10:21.053801,84982
196,2025-04-20 19:10:31.109034,84982
197,2025-04-20 19:10:41.187107,84982
198,2025-04-20 19:11:51.644155,85019
199,2025-04-20 19:12:01.716766,85019
200,2025-04-20 19:12:11.786239,85019
201,2025-04-20 19:12:21.852080,85019
202,2025-04-20 19:12:31.934756,85019
203,2025-04-20 19:12:42.024407,85019
204,2025-04-20 19:13:52.478613,85012
205,2025-04-20 19:14:02.554981,85012
206,2025-04-20 19:14:12.626968,85012
207,2025-04-20 19:14:22.718442,85012
208,2025-04-20 19:14:32.787077,85012
209,2025-04-20 19:14:42.865257,85012
210,2025-04-20 19:15:53.343522,85015
211,2025-04-20 19:16:03.427865,85026
212,2025-04-20 19:16:13.501372,85026
213,2025-04-20 19:16:23.566466,85026
214,2025-04-20 19:16:33.622605,85026
215,2025-04-20 19:16:43.693245,85026
216,2025-04-20 19:17:54.118226,85028
217,2025-04-20 19:18:04.182389,85088
218,2025-04-20 19:18:14.240925,85088
219,2025-04-20 19:18:24.309312,85088
220,2025-04-20 19:18:34.367686,85088
221,2025-04-20 19:18:44.424088,85088
222,2025-04-20 19:19:54.901585,85110
223,2025-04-20 19:20:04.971497,85127
224,2025-04-20 19:20:15.038904,85127
225,2025-04-20 19:20:25.124282,85127
226,2025-04-20 19:20:35.187993,85127
227,2025-04-20 19:20:45.263171,85127
228,2025-04-20 19:46:10.899237,85054
229,2025-04-20 19:46:20.979793,85054
230,2025-04-20 19:46:31.047896,85064
231,2025-04-20 19:46:41.122360,85064
232,2025-04-20 19:46:51.192960,85064
233,2025-04-20 19:47:01.260942,85064
234,2025-04-20 19:48:11.664848,85082
235,2025-04-20 19:48:21.745189,85082
236,2025-04-20 19:48:31.824225,85082
237,2025-04-20 19:48:41.894908,85082
238,2025-04-20 19:48:51.969706,85082
239,2025-04-20 19:49:02.033146,85082
240,2025-04-20 19:49:12.113065,85082
241,2025-04-20 19:50:22.554286,85083
242,2025-04-20 19:50:32.637343,85072
243,2025-04-20 19:50:42.711108,85072
244,2025-04-20 19:50:52.772762,85072
245,2025-04-20 19:51:02.849150,85072
246,2025-04-20 19:51:12.908688,85072
247,2025-04-20 19:51:22.897686,85072
248,2025-04-20 19:51:32.977680,85073
249,2025-04-20 19:52:43.395780,85073
250,2025-04-20 19:52:53.467706,85073
251,2025-04-20 19:53:03.546546,85073
252,2025-04-20 19:53:13.618347,85073
253,2025-04-20 19:53:23.707406,85073
254,2025-04-20 19:53:33.800037,85073
255,2025-04-20 19:53:43.869604,85069
256,2025-04-20 19:54:54.334593,85067
257,2025-04-20 19:55:04.405707,85067
258,2025-04-20 19:55:14.491418,85067
259,2025-04-20 19:55:24.561645,85067
260,2025-04-20 19:55:34.649164,85067
261,2025-04-20 19:55:44.725435,85071
262,2025-04-20 19:56:55.193513,85073
263,2025-04-20 19:57:05.273693,85073
264,2025-04-20 19:57:15.351308,85073
265,2025-04-20 19:57:25.426228,85073
266,2025-04-20 19:57:35.506860,85073
267,2025-04-20 19:57:45.594950,85093
268,2025-04-20 19:58:56.059211,85094
269,2025-04-20 19:59:06.120730,85094
270,2025-04-20 19:59:16.185235,85094
271,2025-04-20 19:59:26.275399,85094
272,2025-04-20 19:59:36.338773,85094
273,2025-04-20 19:59:46.425187,85107
274,2025-04-20 20:00:56.865545,85128
275,2025-04-20 20:01:06.938439,85128
276,2025-04-20 20:01:16.996979,85128
277,2025-04-20 20:01:27.080556,85128
278,2025-04-20 20:01:37.153575,85128
279,2025-04-20 20:01:47.219893,85138
280,2025-04-20 20:02:57.673095,85143
281,2025-04-20 20:03:07.755774,85143
282,2025-04-20 20:03:17.827400,85143
283,2025-04-20 20:03:27.902903,85143
284,2025-04-20 20:03:37.980730,85143
285,2025-04-20 20:03:48.055505,85149
286,2025-04-20 20:04:58.590416,85152
287,2025-04-20 20:05:08.673511,85152
288,2025-04-20 20:05:18.774989,85152
289,2025-04-20 20:05:28.851245,85152
290,2025-04-20 20:05:38.956689,85152
291,2025-04-20 20:05:49.034219,85147
292,2025-04-20 20:06:59.486402,85159
293,2025-04-20 20:07:09.562626,85159
294,2025-04-20 20:07:19.636953,85159
295,2025-04-20 20:07:29.710788,85159
296,2025-04-20 20:07:39.783765,85159
297,2025-04-20 20:07:49.886872,85186
298,2025-04-20 20:07:59.962081,85186
299,2025-04-20 20:09:10.462160,85197
300,2025-04-20 20:09:20.540961,85197
301,2025-04-20 20:09:30.610042,85197
302,2025-04-20 20:09:40.690065,85197
303,2025-04-20 20:09:50.787723,85197
304,2025-04-20 20:10:00.856755,85201
305,2025-04-20 20:11:11.323256,85209
306,2025-04-20 20:11:21.408034,85209
307,2025-04-20 20:11:31.479825,85209
308,2025-04-20 20:11:41.545157,85209
309,2025-04-20 20:11:51.610268,85209
310,2025-04-20 20:12:01.675339,85220
311,2025-04-20 20:13:12.683011,85244
312,2025-04-20 20:13:22.767707,85244
313,2025-04-20 20:13:32.836456,85244
314,2025-04-20 20:13:42.954488,85244
315,2025-04-20 20:13:53.065168,85244
316,2025-04-20 20:14:03.140163,85271
317,2025-04-20 20:14:13.211137,85271
318,2025-04-20 20:15:23.684411,85279
319,2025-04-20 20:15:33.767417,85279
320,2025-04-20 20:15:43.885382,85279
321,2025-04-20 20:15:53.978528,85279
322,2025-04-20 20:16:04.074808,85283
323,2025-04-20 20:16:14.148522,85283
324,2025-04-20 20:16:24.221698,85283
325,2025-04-20 20:16:34.321168,85283
326,2025-04-20 20:17:44.770598,85304
327,2025-04-20 20:17:54.852356,85304
328,2025-04-20 20:18:04.940452,85317
329,2025-04-20 20:18:15.010180,85317
330,2025-04-20 20:18:25.077048,85317
331,2025-04-20 20:18:35.148775,85317
332,2025-04-20 20:18:45.223990,85317
333,2025-04-20 20:19:55.757477,85331
334,2025-04-20 20:20:05.837393,85360
335,2025-04-20 20:20:15.912302,85360
336,2025-04-20 20:20:25.998297,85360
337,2025-04-20 20:20:36.086549,85360
338,2025-04-20 20:20:46.165806,85360
339,2025-04-20 20:21:56.739951,85380
340,2025-04-20 20:22:06.850626,85380
341,2025-04-20 20:22:16.928766,85394
342,2025-04-20 20:22:27.019283,85394
343,2025-04-20 20:22:37.082838,85394
344,2025-04-20 20:22:47.177919,85394
345,2025-04-20 20:23:57.630750,85405
346,2025-04-20 20:24:07.713762,85405
347,2025-04-20 20:24:17.786116,85408
348,2025-04-20 20:24:27.862583,85408
349,2025-04-20 20:24:37.937230,85408
350,2025-04-20 20:24:48.027645,85408
351,2025-04-20 20:25:58.522436,85423
352,2025-04-20 20:26:08.596691,85423
353,2025-04-20 20:26:18.713567,85437
354,2025-04-20 20:26:28.797897,85437
355,2025-04-20 20:26:38.868044,85437
356,2025-04-20 20:26:48.942795,85437
357,2025-04-20 20:27:59.376962,85477
358,2025-04-20 20:28:09.453919,85477
359,2025-04-20 20:28:19.573302,85551
360,2025-04-20 20:28:29.647216,85551
361,2025-04-20 20:28:39.724804,85551
362,2025-04-20 20:28:49.792168,85551
363,2025-04-20 20:28:59.864447,85551
364,2025-04-20 20:30:10.344416,85660
365,2025-04-20 20:30:20.423373,85754
366,2025-04-20 20:30:30.514636,85754
367,2025-04-20 20:30:40.588526,85754
368,2025-04-20 20:30:50.663229,85754
369,2025-04-20 20:31:00.758643,85754
370,2025-04-20 20:32:11.222107,85915
371,2025-04-20 20:32:21.292181,86041
372,2025-04-20 20:32:31.371832,86041
373,2025-04-20 20:32:41.459107,86041
374,2025-04-20 20:32:51.542659,86041
375,2025-04-20 20:33:01.611800,86041
376,2025-04-20 20:34:12.111604,86121
377,2025-04-20 20:34:22.192602,86349
378,2025-04-20 20:34:32.259624,86349
379,2025-04-20 20:34:42.333749,86349
380,2025-04-20 20:34:52.424201,86349
381,2025-04-20 20:35:02.536073,86349
382,2025-04-20 20:35:12.624392,86349
383,2025-04-20 20:36:23.085888,86408
384,2025-04-20 20:36:33.161588,86464
385,2025-04-20 20:36:43.239698,86464
386,2025-04-20 20:36:53.322092,86464
387,2025-04-20 20:37:03.438668,86464
388,2025-04-20 20:37:13.512526,86464
389,2025-04-20 20:37:23.586100,86464
390,2025-04-20 20:37:33.658504,86520
391,2025-04-20 20:38:44.132218,86446
392,2025-04-20 20:38:54.206281,86446
393,2025-04-20 20:39:04.291610,86446
394,2025-04-20 20:39:14.375435,86446
395,2025-04-20 20:39:24.443925,86446
396,2025-04-20 20:39:34.526882,86404
397,2025-04-20 20:39:44.608486,86404
398,2025-04-20 20:40:55.097810,86400
399,2025-04-20 20:41:05.178499,86400
400,2025-04-20 20:41:15.262752,86400
401,2025-04-20 20:41:25.340671,86400
402,2025-04-20 20:41:35.421615,86334
403,2025-04-20 20:41:45.496650,86334
404,2025-04-20 20:42:56.074502,86331
405,2025-04-20 20:43:06.162060,86331
406,2025-04-20 20:43:16.272445,86331
407,2025-04-20 20:43:26.344247,86331
408,2025-04-20 20:43:36.428012,86373
409,2025-04-20 20:43:46.520576,86373
410,2025-04-20 20:44:57.026521,86416
411,2025-04-20 20:45:07.102652,86416
412,2025-04-20 20:45:17.183682,86416
413,2025-04-20 20:45:27.263610,86416
414,2025-04-20 20:45:37.329753,86511
415,2025-04-20 20:45:47.390153,86511
416,2025-04-20 20:46:57.857224,86570
417,2025-04-20 20:47:07.927724,86570
418,2025-04-20 20:47:18.007032,86570
419,2025-04-20 20:47:28.108864,86570
420,2025-04-20 20:47:38.209896,86628
421,2025-04-20 20:47:48.296325,86628
422,2025-04-20 20:48:58.792537,86748
423,2025-04-20 20:49:08.855317,86748
424,2025-04-20 20:49:18.923426,86748
425,2025-04-20 20:49:29.018319,86748
426,2025-04-20 20:49:39.093562,86746
427,2025-04-20 20:49:49.163729,86746
428,2025-04-20 20:50:59.621635,86778
429,2025-04-20 20:51:09.691375,86778
430,2025-04-20 20:51:19.775646,86778
431,2025-04-20 20:51:29.887127,86778
432,2025-04-20 20:51:39.990013,86798
433,2025-04-20 20:51:50.074375,86798
434,2025-04-20 20:52:00.162333,86798
435,2025-04-20 20:53:10.627446,86735
436,2025-04-20 20:53:20.705385,86735
437,2025-04-20 20:53:30.794260,86735
438,2025-04-20 20:53:40.878792,86735
439,2025-04-20 20:53:50.958246,86745
440,2025-04-20 20:54:01.038971,86745
441,2025-04-20 20:55:11.534603,86762
442,2025-04-20 20:55:21.610594,86762
443,2025-04-20 20:55:31.688091,86762
444,2025-04-20 20:55:41.763249,86762
445,2025-04-20 20:55:51.852527,86729
446,2025-04-20 20:56:01.938482,86729
447,2025-04-20 20:56:12.015909,86729
448,2025-04-20 20:57:22.487596,86736
449,2025-04-20 20:57:32.563465,86736
450,2025-04-20 20:57:42.645006,86736
451,2025-04-20 20:57:52.725189,86746
452,2025-04-20 20:58:02.869171,86746
453,2025-04-20 20:58:12.976930,86746
454,2025-04-20 20:58:23.063088,86746
455,2025-04-20 20:58:33.150077,86746
456,2025-04-20 20:59:43.638521,86712
457,2025-04-20 20:59:53.720258,86694
458,2025-04-20 21:00:03.804602,86694
459,2025-04-20 21:00:13.908654,86694
460,2025-04-20 21:00:23.987368,86694
461,2025-04-20 21:00:34.084551,86694
462,2025-04-20 21:00:44.169490,86694
463,2025-04-20 21:01:54.724054,86667
464,2025-04-20 21:02:04.803187,86667
465,2025-04-20 21:02:14.884388,86667
466,2025-04-20 21:02:24.946553,86667
467,2025-04-20 21:02:35.098425,86667
468,2025-04-20 21:02:45.174121,86667
469,2025-04-20 21:03:55.644599,86766
470,2025-04-20 21:04:05.748305,86766
471,2025-04-20 21:04:15.836843,86766
472,2025-04-20 21:04:25.927376,86766
473,2025-04-20 21:04:35.996515,86766
474,2025-04-20 21:04:46.076336,86766
475,2025-04-20 21:05:56.521079,86791
476,2025-04-20 21:06:06.632642,86791
477,2025-04-20 21:06:16.729925,86791
478,2025-04-20 21:06:26.842733,86791
479,2025-04-20 21:06:36.913341,86791
480,2025-04-20 21:06:47.030303,86791
481,2025-04-20 21:07:57.518944,86837
482,2025-04-20 21:08:07.590324,86894
483,2025-04-20 21:08:17.652717,86894
484,2025-04-20 21:08:27.744530,86894
485,2025-04-20 21:08:37.827825,86894
486,2025-04-20 21:08:47.904711,86894
487,2025-04-20 21:09:58.551174,86912
488,2025-04-20 21:10:08.622693,86940
489,2025-04-20 21:10:18.697603,86940
490,2025-04-20 21:10:28.786239,86940
491,2025-04-20 21:10:38.859766,86940
492,2025-04-20 21:10:48.958304,86940
493,2025-04-20 21:11:59.428601,86939
494,2025-04-20 21:12:09.497501,86954
495,2025-04-20 21:12:19.586011,86954
496,2025-04-20 21:12:29.677623,86954
497,2025-04-20 21:12:39.766675,86954
498,2025-04-20 21:12:49.842692,86954
499,2025-04-20 21:14:00.318060,86934
500,2025-04-20 21:14:10.398883,86900
501,2025-04-20 21:14:20.486692,86900
502,2025-04-20 21:14:30.598821,86900
503,2025-04-20 21:14:40.683063,86900
504,2025-04-20 21:15:51.167398,86892
505,2025-04-20 21:16:01.247074,86892
506,2025-04-20 21:16:11.334798,86881
507,2025-04-20 21:16:21.404124,86881
508,2025-04-20 21:16:31.466306,86881
509,2025-04-20 21:16:41.539739,86881
510,2025-04-20 21:17:52.041325,86901
511,2025-04-20 21:18:02.122838,86901
512,2025-04-20 21:18:12.204702,86932
513,2025-04-20 21:18:22.298347,86932
514,2025-04-20 21:18:32.379023,86932
515,2025-04-20 21:18:42.464381,86932
516,2025-04-20 21:19:52.957233,86918
517,2025-04-20 21:20:03.024970,86918
518,2025-04-20 21:20:13.100426,86902
519,2025-04-20 21:20:23.176675,86902
520,2025-04-20 21:20:33.257181,86902
521,2025-04-20 21:20:43.323203,86902
522,2025-04-20 21:21:53.796096,86907
523,2025-04-20 21:22:03.891607,86907
524,2025-04-20 21:22:13.981625,86909
525,2025-04-20 21:22:24.076536,86909
526,2025-04-20 21:22:34.152003,86909
527,2025-04-20 21:22:44.239282,86909
528,2025-04-20 21:23:54.787407,86896
529,2025-04-20 21:24:04.884918,86896
530,2025-04-20 21:24:14.988901,86886
531,2025-04-20 21:24:25.081589,86886
532,2025-04-20 21:24:35.171547,86886
533,2025-04-20 21:24:45.246825,86886
534,2025-04-20 21:25:55.753555,86878
535,2025-04-20 21:26:05.827565,86878
536,2025-04-20 21:26:15.911563,86878
537,2025-04-20 21:26:26.001574,86922
538,2025-04-20 21:26:36.071987,86922
539,2025-04-20 21:26:46.135156,86922
540,2025-04-20 21:27:56.581582,86946
541,2025-04-20 21:28:06.648795,86946
542,2025-04-20 21:28:16.728170,86946
543,2025-04-20 21:28:26.792162,87018
544,2025-04-20 21:28:36.866802,87018
545,2025-04-20 21:28:46.941108,87018
546,2025-04-20 21:29:57.370048,87027
547,2025-04-20 21:30:07.436978,87027
548,2025-04-20 21:30:17.515602,87027
549,2025-04-20 21:30:27.607850,87017
550,2025-04-20 21:30:37.664287,87017
551,2025-04-20 21:30:47.740507,87017
552,2025-04-20 21:31:58.260254,87038
553,2025-04-20 21:32:08.335050,87038
554,2025-04-20 21:32:18.401996,87038
555,2025-04-20 21:32:28.475891,87062
556,2025-04-20 21:32:38.552301,87062
557,2025-04-20 21:32:48.633323,87062
558,2025-04-20 21:33:59.088873,87068
559,2025-04-20 21:34:09.198662,87068
560,2025-04-20 21:34:19.278125,87068
561,2025-04-20 21:34:29.346902,87081
562,2025-04-20 21:34:39.419782,87081
563,2025-04-20 21:34:49.491921,87081
564,2025-04-20 21:35:59.930906,87070
565,2025-04-20 21:36:10.009417,87070
566,2025-04-20 21:36:20.094508,87070
567,2025-04-20 21:36:30.183431,87066
568,2025-04-20 21:36:40.280719,87066
569,2025-04-20 21:36:50.364273,87066
570,2025-04-20 21:37:00.454254,87066
571,2025-04-20 21:38:10.909430,87084
572,2025-04-20 21:38:20.983953,87084
573,2025-04-20 21:38:31.089115,87104
574,2025-04-20 21:38:41.158222,87104
575,2025-04-20 21:38:51.262015,87104
576,2025-04-20 21:39:01.340488,87104
577,2025-04-20 21:40:11.808839,87114
578,2025-04-20 21:40:21.873270,87114
579,2025-04-20 21:40:31.945299,87114
580,2025-04-20 21:40:42.018441,87164
581,2025-04-20 21:40:52.090892,87164
582,2025-04-20 21:41:02.162611,87164
583,2025-04-20 21:41:12.242203,87164
584,2025-04-20 21:42:22.743199,87182
585,2025-04-20 21:42:32.817209,87182
586,2025-04-20 21:42:42.894002,87148
587,2025-04-20 21:42:52.961143,87148
588,2025-04-20 21:43:03.038229,87148
589,2025-04-20 21:43:14.191015,87148
590,2025-04-20 21:43:24.255982,87148
591,2025-04-20 21:43:34.335152,87148
592,2025-04-20 21:44:44.831301,87177
593,2025-04-20 21:44:54.929734,87177
594,2025-04-20 21:45:05.012405,87177
595,2025-04-20 21:45:15.086726,87177
596,2025-04-20 21:45:25.189189,87177
597,2025-04-20 21:45:35.278981,87177
598,2025-04-20 21:45:45.351157,87186
599,2025-04-20 21:46:55.798622,87199
600,2025-04-20 21:47:05.900173,87199
601,2025-04-20 21:47:15.980189,87199
602,2025-04-20 21:47:26.073039,87199
603,2025-04-20 21:47:36.143508,87199
604,2025-04-20 21:47:46.222593,87205
605,2025-04-20 21:48:56.733534,87212
606,2025-04-20 21:49:06.803706,87212
607,2025-04-20 21:49:16.872127,87212
608,2025-04-20 21:49:26.936090,87212
609,2025-04-20 21:49:37.022363,87212
610,2025-04-20 21:49:47.086196,87253
611,2025-04-20 21:50:57.494688,87255
612,2025-04-20 21:51:07.572645,87255
613,2025-04-20 21:51:17.650903,87255
614,2025-04-20 21:51:27.725102,87255
615,2025-04-20 21:51:37.796128,87255
616,2025-04-20 21:51:47.876680,87300
617,2025-04-20 21:52:58.307662,87319
618,2025-04-20 21:53:08.384579,87319
619,2025-04-20 21:53:18.474792,87319
620,2025-04-20 21:53:28.562769,87319
621,2025-04-20 21:53:38.650691,87319
622,2025-04-20 21:53:48.729611,87319
623,2025-04-20 21:54:59.223197,87337
624,2025-04-20 21:55:09.295563,87337
625,2025-04-20 21:55:19.376280,87337
626,2025-04-20 21:55:29.443400,87337
627,2025-04-20 21:55:39.516098,87337
628,2025-04-20 21:55:49.589797,87337
629,2025-04-20 21:57:00.066355,87306
630,2025-04-20 21:57:10.149102,87306
631,2025-04-20 21:57:20.232720,87306
632,2025-04-20 21:57:30.312930,87306
633,2025-04-20 21:57:40.392527,87306
634,2025-04-20 21:58:50.825099,87272
635,2025-04-20 21:59:00.902475,87302
636,2025-04-20 21:59:10.966205,87302
637,2025-04-20 21:59:21.046264,87302
638,2025-04-20 21:59:31.101728,87302
639,2025-04-20 21:59:41.170399,87302
640,2025-04-20 22:00:51.691470,87258
641,2025-04-20 22:01:01.771119,87264
642,2025-04-20 22:01:11.880145,87264
643,2025-04-20 22:01:21.969271,87264
644,2025-04-20 22:01:32.043520,87264
645,2025-04-20 22:01:42.109556,87264
646,2025-04-20 22:02:52.657239,87280
647,2025-04-20 22:03:02.726648,87298
648,2025-04-20 22:03:12.810359,87298
649,2025-04-20 22:03:22.894070,87298
650,2025-04-20 22:03:32.969686,87298
651,2025-04-20 22:03:43.047951,87298
652,2025-04-20 22:04:53.492582,87288
653,2025-04-20 22:05:03.557776,87275
654,2025-04-20 22:05:13.630272,87275
655,2025-04-20 22:05:23.705658,87275
656,2025-04-20 22:05:33.786902,87275
657,2025-04-20 22:05:43.861073,87275
658,2025-04-20 22:06:54.321926,87256
659,2025-04-20 22:07:04.446533,87258
660,2025-04-20 22:07:14.516440,87258
661,2025-04-20 22:07:24.582117,87258
662,2025-04-20 22:07:34.649568,87258
663,2025-04-20 22:07:44.735391,87258
664,2025-04-20 22:08:55.167120,87273
665,2025-04-20 22:09:05.233647,87273
