timestamp,arima_pred,sarima_pred
2025-05-16 14:00:00,103487.70964877264,105083.87579589171
2025-05-16 15:00:00,103487.70964877264,105209.33772344889
2025-05-16 16:00:00,103487.70964877264,105080.02142686318
2025-05-16 17:00:00,103487.70964877264,105141.35356940897
2025-05-16 18:00:00,103487.70964877264,105232.0800995857
2025-05-16 19:00:00,103487.70964877264,105346.86984258443
2025-05-16 20:00:00,103487.70964877264,105347.18445761499
2025-05-16 21:00:00,103487.70964877264,105384.59360690223
2025-05-16 22:00:00,103487.70964877264,105386.59286044199
2025-05-16 23:00:00,103487.70964877264,105506.04674569806
