timestamp,actual,symbolic_pred
2025-05-15 22:00:00,103656.03333333334,103202.17212058
2025-05-15 23:00:00,103629.88333333333,103234.52723144955
2025-05-16 00:00:00,103874.6,103268.873268649
2025-05-16 01:00:00,103831.95,103305.06156228713
2025-05-16 02:00:00,104243.45,103342.93013754264
2025-05-16 03:00:00,104144.1,103382.3035958258
2025-05-16 04:00:00,103991.78333333334,103422.99299594019
2025-05-16 05:00:00,104007.68333333333,103464.7957352443
2025-05-16 06:00:00,104005.21666666666,103507.4954308133
2025-05-16 07:00:00,103946.1,103550.8618006006
2025-05-16 08:00:00,103398.91666666667,103594.6505445997
2025-05-16 09:00:00,103698.33333333333,103638.60322600575
2025-05-16 10:00:00,103814.5,103682.4471523772
2025-05-16 11:00:00,103745.26666666666,103725.89525679762
2025-05-16 12:00:00,103680.43333333333,103768.6459790372
2025-05-16 13:00:00,103731.1,103810.38314671465
2025-05-16 14:00:00,103713.88333333333,103850.77585645868
2025-05-16 15:00:00,104019.53333333334,103889.47835506979
2025-05-16 16:00:00,104175.98333333334,103926.12992068195
2025-05-16 17:00:00,104138.13333333333,103960.3547439242
2025-05-16 18:00:00,103953.3,103991.76180908238
2025-05-16 19:00:00,103804.18333333333,104019.94477526091
2025-05-16 20:00:00,103796.83333333333,104044.4818575443
2025-05-16 21:00:00,103690.81666666667,104064.93570815897
2025-05-16 22:00:00,103505.35,104080.85329763476
2025-05-16 23:00:00,103600.36666666667,104091.76579596678
2025-05-17 00:00:00,103398.32608695653,104097.18845377715
2025-05-17 17:00:00,103237.0,102800.15828580395
2025-05-17 18:00:00,,102605.01233790623
2025-05-17 19:00:00,,102391.98357545043
2025-05-17 20:00:00,,102160.24390554936
2025-05-17 21:00:00,,101908.94682033815
2025-05-17 22:00:00,,101637.22727813573
2025-05-17 23:00:00,,101344.20158460659
2025-05-18 00:00:00,,101028.96727392249
2025-05-18 01:00:00,,100690.60298992407
2025-05-18 02:00:00,,100328.1683672826
2025-05-18 03:00:00,,99940.7039126616
2025-05-18 04:00:00,,99527.23088587858
2025-05-18 05:00:00,,99086.7511810667
