price,timestamp,price_date
105188.81506348633,1.738271031336E9,2025-01-30
97888.30731950274,1.738713836312E9,2025-02-05
105892.90682330292,1.738249428355E9,2025-01-30
103991.35346005936,1.738299844895E9,2025-01-31
101177.50269250017,1.738631044126E9,2025-02-04
105115.58851030763,1.737842628138E9,2025-01-25
102395.47703023312,1.738094644896E9,2025-01-28
99511.03304807426,1.738472616344E9,2025-02-02
104297.64110327902,1.737785022069E9,2025-01-25
104666.63517826005,1.737860602321E9,2025-01-26
105060.31985224345,1.737831823888E9,2025-01-25
102019.51548371714,1.738411407151E9,2025-02-01
93517.87531879066,1.738548238171E9,2025-02-03
101476.28084876582,1.73844051859E9,2025-02-01
102697.42551218392,1.73814125869E9,2025-01-29
98235.87175043522,1.738526623139E9,2025-02-02
104699.98623132128,1.737889419696E9,2025-01-26
104106.091328276,1.738199020817E9,2025-01-30
102149.95154515926,1.738415294013E9,2025-02-01
95437.74841070815,1.738569790198E9,2025-02-03
105071.25945425681,1.738343004091E9,2025-01-31
99243.8917964687,1.738692246155E9,2025-02-04
105043.52337871982,1.737846148784E9,2025-01-25
103725.06679541634,1.738188229266E9,2025-01-29
100163.72562649935,1.738645445375E9,2025-02-04
102740.42074274186,1.738062120584E9,2025-01-28
104740.66194955219,1.738325038237E9,2025-01-31
99359.35824162222,1.738695842973E9,2025-02-04
104656.02333256452,1.737929019212E9,2025-01-26
102624.65334083581,1.737936068984E9,2025-01-27
102659.64718958936,1.738087379073E9,2025-01-28
105178.04867984517,1.738209717045E9,2025-01-30
97972.8075370943,1.738703324686E9,2025-02-04
101468.37868950945,1.738634916302E9,2025-02-04
104736.87599130778,1.738289041918E9,2025-01-31
102293.87636307711,1.73838623017E9,2025-02-01
102542.84134196813,1.738173705257E9,2025-01-29
102470.38402887621,1.738371835213E9,2025-02-01
101992.51177679887,1.738400432068E9,2025-02-01
99427.091812037,1.738605831143E9,2025-02-03
102578.2266858994,1.738152225366E9,2025-01-29
102108.3490479744,1.738425826677E9,2025-02-01
105162.28920688407,1.738224219373E9,2025-01-30
104946.3964345607,1.737900151601E9,2025-01-26
99143.84212430805,1.7380046305E9,2025-01-27
105205.034734833,1.737918227189E9,2025-01-26
100923.40894694143,1.737947012256E9,2025-01-27
99092.333588406,1.738469235956E9,2025-02-02
104869.32058130573,1.738245825989E9,2025-01-30
104932.80976131176,1.737839013902E9,2025-01-25
99644.37967075614,1.738008143439E9,2025-01-27
105320.05136169468,1.738260243176E9,2025-01-30
102310.35586633568,1.738353822567E9,2025-01-31
102180.32884007423,1.738091036615E9,2025-01-28
101340.77163007476,1.73810904045E9,2025-01-29
104621.97745138497,1.738206224742E9,2025-01-30
101615.24850144365,1.738404118541E9,2025-02-01
97815.84535257479,1.738537427863E9,2025-02-02
102910.23934445361,1.738177426781E9,2025-01-29
103715.7684209174,1.738195436976E9,2025-01-30
104425.97081052078,1.737767038408E9,2025-01-25
104717.30641848323,1.737813712221E9,2025-01-25
102465.81108516718,1.738148635506E9,2025-01-29
104252.44945477527,1.737932619912E9,2025-01-26
104865.34040196025,1.73776340521E9,2025-01-25
101592.66990862337,1.738407809726E9,2025-02-01
96896.82676418213,1.738523025446E9,2025-02-02
105314.44377232197,1.738235026786E9,2025-01-30
104955.009255737,1.737914628362E9,2025-01-26
102992.57835984608,1.738044229391E9,2025-01-28
95184.99000103062,1.73858422601E9,2025-02-03
105063.78317116658,1.737921809325E9,2025-01-26
102411.57444755935,1.738033438399E9,2025-01-28
102678.89310173855,1.738137814733E9,2025-01-29
102692.70970442574,1.738080219613E9,2025-01-28
100503.92993660411,1.738454912693E9,2025-02-02
104581.61343927286,1.737853449235E9,2025-01-26
102231.1283769451,1.738364563624E9,2025-01-31
99248.39363079518,1.738649034372E9,2025-02-04
101786.57409375272,1.738623843967E9,2025-02-03
103505.30962657207,1.738191837446E9,2025-01-29
101882.43146116784,1.738429457276E9,2025-02-01
105057.75920696749,1.737835347055E9,2025-01-25
101823.14984091595,1.738422215304E9,2025-02-01
104817.00540588601,1.737828009198E9,2025-01-25
98942.7402158788,1.737979387693E9,2025-01-27
101807.1531272082,1.738116219357E9,2025-01-29
105068.55618632458,1.738227843323E9,2025-01-30
100160.09279025279,1.738681435742E9,2025-02-04
101234.88956868813,1.737943426662E9,2025-01-27
102404.93376107872,1.738368221032E9,2025-02-01
100272.9911974196,1.738476219315E9,2025-02-02
99645.40771022183,1.738490616248E9,2025-02-02
101745.6374749012,1.738112633494E9,2025-01-29
101161.8529126038,1.738461826706E9,2025-02-02
105196.8110903439,1.737777833463E9,2025-01-25
104757.72169371562,1.737849930976E9,2025-01-26
102512.46698695565,1.738375433898E9,2025-02-01
100272.25743332352,1.738101823465E9,2025-01-28
104824.49421411689,1.737893025725E9,2025-01-26
105121.06862147224,1.738278522127E9,2025-01-30
102249.72937645671,1.738382640119E9,2025-02-01
101992.1932854985,1.73843662867E9,2025-02-01
99503.28222371545,1.738685050533E9,2025-02-04
101754.883654293,1.738119756666E9,2025-01-29
101764.76415521317,1.738159704548E9,2025-01-29
97742.4722066188,1.738720972157E9,2025-02-05
104629.57499842832,1.737806628655E9,2025-01-25
101043.12534952544,1.73799384288E9,2025-01-27
98933.28243566968,1.738497828001E9,2025-02-02
102933.50523548406,1.738058640188E9,2025-01-28
102574.81008182403,1.738073033877E9,2025-01-28
105480.45394517481,1.738339431787E9,2025-01-31
100696.1326357584,1.738641832533E9,2025-02-04
104946.39234830825,1.737907423471E9,2025-01-26
93984.49582240354,1.738566261688E9,2025-02-03
98461.65323336356,1.738656177118E9,2025-02-04
105124.49967086142,1.737868113097E9,2025-01-26
104586.81029852289,1.737817406697E9,2025-01-25
100383.21348858169,1.737954237692E9,2025-01-27
92876.12162304203,1.738559022326E9,2025-02-03
101486.5818079567,1.738011843607E9,2025-01-27
98196.81871091944,1.73851575565E9,2025-02-02
98664.16766125984,1.738602236331E9,2025-02-03
98380.59207932772,1.737975831897E9,2025-01-27
101237.55570873898,1.738458226645E9,2025-02-02
101907.9836785745,1.737990229422E9,2025-01-27
104739.18830450674,1.737781422032E9,2025-01-25
101728.82790773972,1.738018936492E9,2025-01-27
104302.57891352312,1.73818464147E9,2025-01-29
105790.75505709808,1.738267432221E9,2025-01-30
104719.69018312056,1.738281822553E9,2025-01-31
98006.5293424413,1.738728006424E9,2025-02-05
104922.61570855931,1.737903822149E9,2025-01-26
97157.76217158206,1.73851941884E9,2025-02-02
99414.93416195072,1.738652643227E9,2025-02-04
104357.26605159743,1.737799418548E9,2025-01-25
104274.53389246491,1.738321433757E9,2025-01-31
96988.74415938454,1.738533735812E9,2025-02-02
96653.10505164102,1.738544605784E9,2025-02-03
99136.857895724,1.73796890554E9,2025-01-27
102184.30912747399,1.73815583861E9,2025-01-29
94068.23649713039,1.73855543725E9,2025-02-03
99175.4839366473,1.738598617068E9,2025-02-03
104888.56792573529,1.737925417236E9,2025-01-26
99371.29777466608,1.737972222675E9,2025-01-27
101341.21144517073,1.738443732714E9,2025-02-01
101392.3150300614,1.738627316275E9,2025-02-04
104030.89604475061,1.738314229222E9,2025-01-31
98791.6437249441,1.738505038403E9,2025-02-02
98201.26569873706,1.738501405768E9,2025-02-02
99132.60917545018,1.738677837983E9,2025-02-04
102185.38756205894,1.738396904168E9,2025-02-01
104806.4631323314,1.737896506714E9,2025-01-26
102053.61102757561,1.738163041369E9,2025-01-29
96874.2426135226,1.738595103441E9,2025-02-03
96386.5143187413,1.738706650694E9,2025-02-04
104682.38613952263,1.737770574081E9,2025-01-25
102063.53362483064,1.73816641522E9,2025-01-29
105700.60377366941,1.738253022085E9,2025-01-30
98900.15664785431,1.738666922244E9,2025-02-04
104351.20375978928,1.737792170178E9,2025-01-25
104977.55779459586,1.737878690117E9,2025-01-26
102403.77977300351,1.73837893806E9,2025-02-01
95431.53785259378,1.738573430939E9,2025-02-03
104626.84268435907,1.737885691101E9,2025-01-26
105125.3428552742,1.7382170286E9,2025-01-30
93885.07988775491,1.738562641126E9,2025-02-03
100385.40284056596,1.737957736576E9,2025-01-27
100488.42869471373,1.73846541222E9,2025-02-02
98860.42539595038,1.738699442905E9,2025-02-04
104668.68597425931,1.738328619917E9,2025-01-31
102064.07066474401,1.7381702279E9,2025-01-29
105300.60344458018,1.7382314428E9,2025-01-30
104525.98725962896,1.737774233709E9,2025-01-25
98910.61330253117,1.737961424853E9,2025-01-27
101908.79856833804,1.737939823607E9,2025-01-27
101191.8542200963,1.738105433662E9,2025-01-28
104325.00174294008,1.738296240347E9,2025-01-31
102392.6088536625,1.738393414749E9,2025-02-01
105192.17716115106,1.738220620755E9,2025-01-30
102524.21520732481,1.738350217911E9,2025-01-31
101393.69478953844,1.738447601288E9,2025-02-01
99162.03326598273,1.738000924557E9,2025-01-27
102011.13759922635,1.738620225958E9,2025-02-03
105074.1904986591,1.73787140749E9,2025-01-26
104475.41308585052,1.738335837258E9,2025-01-31
101776.9704902056,1.73861665206E9,2025-02-03
104623.76134295262,1.73834651253E9,2025-01-31
100751.62780133018,1.737982976677E9,2025-01-27
99794.68350624843,1.738487034032E9,2025-02-02
95770.80181571534,1.738580635347E9,2025-02-03
98361.85276813261,1.738659832878E9,2025-02-04
105022.7586042194,1.737864221877E9,2025-01-26
102748.17207859305,1.738134223479E9,2025-01-29
93529.88153166145,1.738551759228E9,2025-02-03
104882.16753037032,1.73782130433E9,2025-01-25
101921.93619140107,1.73836102752E9,2025-01-31
102038.29415299969,1.738613038656E9,2025-02-03
99125.47947716463,1.738670629625E9,2025-02-04
98360.40524167611,1.738717437514E9,2025-02-05
99259.48949920906,1.738508619736E9,2025-02-02
105402.31611817043,1.738213429518E9,2025-01-30
97652.02866142086,1.738541035006E9,2025-02-03
104651.52346384723,1.737824634021E9,2025-01-25
105684.10403389746,1.738256644815E9,2025-01-30
104285.77813469055,1.738303419901E9,2025-01-31
104506.3300564099,1.738307027028E9,2025-01-31
94848.74372319518,1.738587813432E9,2025-02-03
101584.40962558467,1.738015713504E9,2025-01-27
102684.42718421642,1.738047833604E9,2025-01-28
102855.90000083558,1.738055024779E9,2025-01-28
95373.35106292863,1.738577020239E9,2025-02-03
102239.73795237648,1.738433032509E9,2025-02-01
99369.05940581522,1.738674242382E9,2025-02-04
98029.77668903438,1.73872461438E9,2025-02-05
104322.18868785404,1.738292642745E9,2025-01-31
99598.86853780368,1.737997295243E9,2025-01-27
101325.03464318452,1.738098512721E9,2025-01-28
101284.67459905501,1.737950440941E9,2025-01-27
100519.74186061068,1.737986628153E9,2025-01-27
104600.84394681461,1.737857017099E9,2025-01-26
102267.58068692396,1.738145042591E9,2025-01-29
100843.17354271388,1.738638232232E9,2025-02-04
104529.24290738242,1.737802896915E9,2025-01-25
102700.26221764315,1.738076631968E9,2025-01-28
101995.0326605567,1.738127028624E9,2025-01-29
101840.79975571838,1.73802623572E9,2025-01-28
98192.99346867306,1.73877130925E9,2025-02-05
97607.9294183258,1.739246647829E9,2025-02-11
97046.2789388488,1.739081037204E9,2025-02-09
95017.42507160608,1.739304179012E9,2025-02-11
97540.4302583713,1.739682239283E9,2025-02-16
96961.36839920148,1.739163860006E9,2025-02-10
98200.71650096471,1.738735418079E9,2025-02-05
96458.06093493411,1.739120652396E9,2025-02-09
96603.27364795694,1.739102750891E9,2025-02-09
97337.03098963221,1.738922630207E9,2025-02-07
96569.42155748123,1.739063029419E9,2025-02-09
98047.45718678787,1.739268251776E9,2025-02-11
97670.43504008041,1.739671415776E9,2025-02-16
96003.14980785846,1.739473434469E9,2025-02-13
94907.03940613412,1.739369049506E9,2025-02-12
96548.21819135682,1.738980255147E9,2025-02-08
96498.54652003417,1.739116869843E9,2025-02-09
97485.10316361366,1.739689272853E9,2025-02-16
96656.38389228036,1.738890508742E9,2025-02-07
98359.249482822,1.738846912501E9,2025-02-06
97996.74379122132,1.739236131459E9,2025-02-11
97464.14633368152,1.739174833748E9,2025-02-10
96281.23094009243,1.739351070071E9,2025-02-12
97643.02998914919,1.739631860336E9,2025-02-15
96003.7579365969,1.739016248355E9,2025-02-08
97031.12535349325,1.73953105463E9,2025-02-14
97920.76851950152,1.738854069316E9,2025-02-06
96162.13377205859,1.739113446468E9,2025-02-09
97585.55088034495,1.739214523736E9,2025-02-10
95535.57535709743,1.739329312354E9,2025-02-12
95372.30093011959,1.739332983459E9,2025-02-12
97545.82090794371,1.739419450538E9,2025-02-13
97548.37442069995,1.739674838025E9,2025-02-16
97416.13593512993,1.738951463151E9,2025-02-07
96670.89656751913,1.738976656292E9,2025-02-08
96613.00809483857,1.738800239513E9,2025-02-06
96320.34813679579,1.738991051997E9,2025-02-08
96096.82739593633,1.739131431775E9,2025-02-09
97004.55038734362,1.739520254366E9,2025-02-14
97595.31113086389,1.739646033236E9,2025-02-15
96223.7407871112,1.739001840625E9,2025-02-08
95809.99388128315,1.739343849592E9,2025-02-12
97190.84281503958,1.739574249783E9,2025-02-14
97709.33332248866,1.739657056328E9,2025-02-15
98548.2185810839,1.738850911052E9,2025-02-06
96805.44643078477,1.73916022136E9,2025-02-10
95508.78766861194,1.739336630149E9,2025-02-12
97355.35589817187,1.738810824898E9,2025-02-06
96518.94915955854,1.739041464996E9,2025-02-08
98271.14915988536,1.739264648177E9,2025-02-11
97354.27325739387,1.738908097655E9,2025-02-07
96900.66888552891,1.73887583606E9,2025-02-06
96817.72457029505,1.739541856536E9,2025-02-14
97401.87016895857,1.739606638198E9,2025-02-15
97759.8831753512,1.738753432815E9,2025-02-05
98232.29586759426,1.738828808101E9,2025-02-06
97726.54687428048,1.739617259437E9,2025-02-15
96040.13865031378,1.738965830336E9,2025-02-07
97743.06912727187,1.73962824085E9,2025-02-15
96154.76117032336,1.738994646448E9,2025-02-08
95637.78525555778,1.73946985475E9,2025-02-13
96095.3786132481,1.739008954123E9,2025-02-08
97510.84742833716,1.739181684403E9,2025-02-10
98873.42490634344,1.738936986155E9,2025-02-07
97041.14442247873,1.739390942782E9,2025-02-12
97129.2131679456,1.738919049234E9,2025-02-07
97534.03412413939,1.739603364932E9,2025-02-15
96036.93855574471,1.739433852989E9,2025-02-13
96901.61280060273,1.739534649226E9,2025-02-14
97651.63779310409,1.73966453886E9,2025-02-16
96108.54335491334,1.739361846062E9,2025-02-12
96702.94414130866,1.739426673632E9,2025-02-13
97822.8847791465,1.739408642071E9,2025-02-13
95836.79513855922,1.73903063136E9,2025-02-08
97117.2428080168,1.739088248033E9,2025-02-09
96168.08067753738,1.739034248165E9,2025-02-08
97259.00138784561,1.739074120312E9,2025-02-09
99606.01843437883,1.738940589508E9,2025-02-07
96497.23557421484,1.739484441359E9,2025-02-13
97232.86007013674,1.738857767492E9,2025-02-06
95524.22026320195,1.739153024925E9,2025-02-10
97588.83350317659,1.739649859773E9,2025-02-15
97619.7866463706,1.739667797474E9,2025-02-16
96126.64137548784,1.739354612376E9,2025-02-12
95878.64612431273,1.739459050462E9,2025-02-13
97324.06933798644,1.73954544803E9,2025-02-14
97557.1527649986,1.739678636282E9,2025-02-16
97656.24528073946,1.738746238345E9,2025-02-05
97377.74729659544,1.738785758875E9,2025-02-05
95303.46815226416,1.739307848503E9,2025-02-11
96779.1732418888,1.739509455695E9,2025-02-14
97904.93450676241,1.738742630441E9,2025-02-05
97390.4434974332,1.739228631098E9,2025-02-10
96072.01389415626,1.739027036703E9,2025-02-08
96550.38390104315,1.739106232621E9,2025-02-09
95551.77083156312,1.739300824093E9,2025-02-11
97680.37583137362,1.739592231511E9,2025-02-15
97555.50423518383,1.739596141276E9,2025-02-15
97230.9985896581,1.73969304558E9,2025-02-16
96766.93559529584,1.739149449496E9,2025-02-10
96870.39922901063,1.73879305028E9,2025-02-05
95967.15004023662,1.738872241843E9,2025-02-06
97372.92506928637,1.739383456791E9,2025-02-12
98975.0605619712,1.738839842195E9,2025-02-06
97465.03795561657,1.739232196889E9,2025-02-11
95917.38358350989,1.739462639822E9,2025-02-13
98623.62137807804,1.739556258324E9,2025-02-14
97523.71433146537,1.739210642921E9,2025-02-10
96709.7362968561,1.738782249173E9,2025-02-05
96439.88149814382,1.738796628268E9,2025-02-05
97880.47132241819,1.738947832752E9,2025-02-07
95746.87395405429,1.738962222904E9,2025-02-07
95841.1801230943,1.739142183213E9,2025-02-09
96703.60390210796,1.739513067249E9,2025-02-14
97525.56432832252,1.739577847449E9,2025-02-15
97552.17038179221,1.739653455188E9,2025-02-15
96558.4563096667,1.738973044306E9,2025-02-08
95982.41228195447,1.739358244437E9,2025-02-12
95946.08824913332,1.739347303765E9,2025-02-12
96666.70960779543,1.739491706474E9,2025-02-14
97840.1754897783,1.739242931821E9,2025-02-11
96325.2632461819,1.739135033818E9,2025-02-09
96315.37542059057,1.739293459151E9,2025-02-11
95782.51396129551,1.739477346939E9,2025-02-13
95340.48294665758,1.739138632847E9,2025-02-09
95767.65830889478,1.739452132578E9,2025-02-13
97760.09397417755,1.738929656631E9,2025-02-07
97346.47301436782,1.739199847909E9,2025-02-10
95918.14912302299,1.739365448493E9,2025-02-12
95952.52432602612,1.738998229795E9,2025-02-08
97267.4076648532,1.739077432099E9,2025-02-09
96961.0929667185,1.739549040368E9,2025-02-14
96039.32910256689,1.739012623068E9,2025-02-08
96581.82206855995,1.738861423384E9,2025-02-06
98214.29854725617,1.739559815581E9,2025-02-14
96784.5850446752,1.738879272092E9,2025-02-06
96045.87665482667,1.739430220197E9,2025-02-13
97343.1682807978,1.739221437706E9,2025-02-10
95383.62955535506,1.739372655421E9,2025-02-12
95893.42457979695,1.739437457948E9,2025-02-13
97533.1040216401,1.739639035009E9,2025-02-15
97730.66462298081,1.739185469824E9,2025-02-10
96953.21159837977,1.739394271577E9,2025-02-12
96779.30602990102,1.739070233688E9,2025-02-09
97775.60672474427,1.738822108951E9,2025-02-06
96087.21179559056,1.739020125465E9,2025-02-08
96300.0609397171,1.739480641322E9,2025-02-13
97602.86236725133,1.739685838157E9,2025-02-16
96218.75936833651,1.739023432395E9,2025-02-08
97152.49941358573,1.739505865171E9,2025-02-14
97811.65069075664,1.739585061757E9,2025-02-15
97442.04681675724,1.738901038031E9,2025-02-07
95905.61306579997,1.739005427457E9,2025-02-08
96828.89943203412,1.739495058947E9,2025-02-14
97355.40414806851,1.738814651043E9,2025-02-06
98402.46047835614,1.738825451555E9,2025-02-06
97596.36340969727,1.739599451294E9,2025-02-15
96928.85157608312,1.738883049795E9,2025-02-06
98044.92329209218,1.738775027273E9,2025-02-05
95561.70494164275,1.739315063283E9,2025-02-11
98009.83713490752,1.739271827853E9,2025-02-11
96884.50484747115,1.739423047599E9,2025-02-13
96720.71725520355,1.738865040401E9,2025-02-06
97108.03391440804,1.739091832948E9,2025-02-09
97524.57452619587,1.739614153164E9,2025-02-15
96125.10211989976,1.739124531218E9,2025-02-09
97961.4270398272,1.739563467377E9,2025-02-14
98045.78183003876,1.738760555879E9,2025-02-05
98211.45992465959,1.738832912486E9,2025-02-06
96454.44602149501,1.739059457343E9,2025-02-09
95821.87762306974,1.739156437956E9,2025-02-10
96886.55281117093,1.739523860803E9,2025-02-14
96786.35922159553,1.7389838244E9,2025-02-08
98611.46674060835,1.738764253296E9,2025-02-05
97028.92076912236,1.739084629412E9,2025-02-09
97504.16571792305,1.739610251383E9,2025-02-15
96889.91975757855,1.739290027324E9,2025-02-11
95743.13972459143,1.73931864492E9,2025-02-12
97314.71761687646,1.739567331836E9,2025-02-14
97513.92279729006,1.738739030074E9,2025-02-05
96896.28982042264,1.738958654604E9,2025-02-07
96374.20669516998,1.739487705959E9,2025-02-13
96645.85029878837,1.739045041049E9,2025-02-08
97772.85353304356,1.739552654298E9,2025-02-14
97785.0383083442,1.739279035918E9,2025-02-11
98351.26868548083,1.738767795819E9,2025-02-05
98423.6912281288,1.739257466923E9,2025-02-11
96084.83930864246,1.739297059864E9,2025-02-11
98081.80812585702,1.738944253816E9,2025-02-07
97731.48183582605,1.739189052943E9,2025-02-10
95853.86268315182,1.739376230406E9,2025-02-12
97599.45342665966,1.739621058755E9,2025-02-15
97459.12539682529,1.738904621061E9,2025-02-07
95946.82224702308,1.739448240551E9,2025-02-13
98901.87439582883,1.738843317109E9,2025-02-06
96876.89154634211,1.738911626442E9,2025-02-07
96255.72778377474,1.739440825788E9,2025-02-13
97545.4160810322,1.739660610801E9,2025-02-15
96484.13257174032,1.739048651842E9,2025-02-08
96113.53673267111,1.739455462419E9,2025-02-13
96579.33951604052,1.739502250767E9,2025-02-14
96772.32613035057,1.739516419209E9,2025-02-14
97403.90940767614,1.739192640182E9,2025-02-10
96674.16542518875,1.73953821541E9,2025-02-14
97450.19613346204,1.738749830353E9,2025-02-05
97131.40302480535,1.739379866154E9,2025-02-12
97581.66121244403,1.739397846802E9,2025-02-12
98094.7373713875,1.738731849895E9,2025-02-05
97755.57301650841,1.739624503979E9,2025-02-15
95906.49171654721,1.739109836421E9,2025-02-09
97303.13910111328,1.73920705778E9,2025-02-10
98062.17536313026,1.739239440545E9,2025-02-11
97585.5765251919,1.738897441886E9,2025-02-07
98006.31102408515,1.738933435385E9,2025-02-07
98146.26604694665,1.739275460249E9,2025-02-11
97917.74883920769,1.739401470772E9,2025-02-12
97465.74346570221,1.739581364761E9,2025-02-15
97151.54613521088,1.739171055757E9,2025-02-10
96487.0543625433,1.739055830607E9,2025-02-08
95862.97586573691,1.739340252696E9,2025-02-12
97125.39953728911,1.739696822379E9,2025-02-16
97251.75237452232,1.739203437314E9,2025-02-10
96150.97841210228,1.739325850902E9,2025-02-12
96218.25827497702,1.739128126829E9,2025-02-09
96077.33083493997,1.739322050639E9,2025-02-12
97367.3655911921,1.739217873853E9,2025-02-10
98291.91112214026,1.739261037944E9,2025-02-11
97736.3008613856,1.738778644941E9,2025-02-05
97071.92621073166,1.73916736265E9,2025-02-10
98692.44773552474,1.738836235136E9,2025-02-06
97758.33738706807,1.738955045117E9,2025-02-07
96108.29568062663,1.738969442331E9,2025-02-07
97398.42007998587,1.739224851728E9,2025-02-10
96977.78556048905,1.739286227119E9,2025-02-11
97463.82094798237,1.738893850825E9,2025-02-07
98334.08502172824,1.739196267572E9,2025-02-10
97482.69236537757,1.739415865132E9,2025-02-13
95458.140300641,1.739466031421E9,2025-02-13
96938.19708318585,1.739282646434E9,2025-02-11
96328.03689038444,1.739311459586E9,2025-02-11
97381.31607548901,1.739570661801E9,2025-02-14
98044.67328804094,1.739250252556E9,2025-02-11
98193.32303841642,1.73875686386E9,2025-02-05
97130.53973144067,1.738807441898E9,2025-02-06
96519.99549282841,1.739145852806E9,2025-02-10
96765.55824275386,1.738915431391E9,2025-02-07
96532.5779782049,1.739498639693E9,2025-02-14
97422.02899712167,1.739642440667E9,2025-02-15
97984.76780314116,1.739412261301E9,2025-02-13
96713.24797153489,1.738987425095E9,2025-02-08
97690.30146549319,1.739635750344E9,2025-02-15
96355.02099871126,1.73903783648E9,2025-02-08
96567.63486519158,1.738886631765E9,2025-02-07
96808.57964192933,1.739099037408E9,2025-02-09
96501.1504913647,1.739052227816E9,2025-02-08
97886.93195784716,1.739405059716E9,2025-02-13
97316.41651615771,1.738926214511E9,2025-02-07
96139.62356455375,1.739444654032E9,2025-02-13
97140.50472343343,1.739527453742E9,2025-02-14
97810.11853984169,1.739588470495E9,2025-02-15
96340.12998876366,1.738868576212E9,2025-02-06
97011.60027792904,1.739066628177E9,2025-02-09
96890.28323028823,1.739095434094E9,2025-02-09
96927.40233152782,1.739387040157E9,2025-02-12
97643.75264902429,1.73881822087E9,2025-02-06
98467.0013054058,1.739253838166E9,2025-02-11
97326.90138999239,1.738789440438E9,2025-02-05
96839.96420150516,1.738803825864E9,2025-02-06
97701.28028726348,1.739178227056E9,2025-02-10
95913.34522050363,1.740380664571E9,2025-02-24
95640.85834666436,1.740395069936E9,2025-02-24
88056.54698126936,1.740517299627E9,2025-02-25
96361.62676840216,1.740200434202E9,2025-02-22
95738.04972301621,1.740377072274E9,2025-02-24
98227.3320679309,1.740092696646E9,2025-02-20
98941.1725782136,1.740143020066E9,2025-02-21
95601.77121160176,1.739808239096E9,2025-02-17
87915.24559540932,1.740575097308E9,2025-02-26
96122.86600485025,1.739750641303E9,2025-02-17
96185.61060460084,1.739765209888E9,2025-02-17
96265.42843123179,1.740355438045E9,2025-02-24
88377.108768736,1.740549888324E9,2025-02-26
88463.02814951622,1.740528533938E9,2025-02-26
96115.17848679269,1.739790252831E9,2025-02-17
94580.67364083909,1.7398982814E9,2025-02-18
97179.53603625878,1.739703807604E9,2025-02-16
95949.78606201638,1.739959489901E9,2025-02-19
89035.46679968933,1.740564289265E9,2025-02-26
94035.03488149004,1.739901892675E9,2025-02-18
96876.26093402511,1.740067481884E9,2025-02-20
94752.9231933443,1.740409500194E9,2025-02-24
97714.3371744566,1.740071209908E9,2025-02-20
96211.30637187278,1.740215112632E9,2025-02-22
86174.31224944406,1.740639868938E9,2025-02-27
96480.22631988948,1.74022228659E9,2025-02-22
95680.7581641533,1.739952565956E9,2025-02-19
96433.35114701596,1.74028348172E9,2025-02-23
95980.26132457636,1.740362680171E9,2025-02-24
95664.86676122127,1.740333932331E9,2025-02-23
92013.31215072384,1.740449060838E9,2025-02-25
95176.94369782117,1.739941461217E9,2025-02-19
95473.9227113629,1.739815448444E9,2025-02-17
95578.6571267704,1.74032308584E9,2025-02-23
98241.82244249899,1.740110676364E9,2025-02-21
96640.432707833,1.740233362015E9,2025-02-22
86941.61569710268,1.740510109546E9,2025-02-25
86776.4546745387,1.74049976469E9,2025-02-25
96533.46795238968,1.740236721603E9,2025-02-22
96100.14512743866,1.740352161219E9,2025-02-23
94308.47790279647,1.740416688544E9,2025-02-24
89006.72620143932,1.74052497839E9,2025-02-25
88849.42547092162,1.740542966619E9,2025-02-26
91820.5412072708,1.740460158813E9,2025-02-25
