price,timestamp,price_date
90534.62459650292,1.7319744E9,2024-11-19
68214.05205157402,1.7298144E9,2024-10-25
94217.02229634205,1.7321472E9,2024-11-21
95661.59595817851,1.7328384E9,2024-11-29
88637.42000322911,1.7313696E9,2024-11-12
90488.10007497849,1.7315424E9,2024-11-14
76550.0213845611,1.7311104E9,2024-11-09
90606.45489380708,1.7318016E9,2024-11-17
91931.83077291827,1.7326656E9,2024-11-27
72781.11308158132,1.7302464E9,2024-10-30
67018.1650170265,1.7299872E9,2024-10-27
95833.1362300365,1.733184E9,2024-12-03
75987.24178320667,1.731024E9,2024-11-08
97453.2473451042,1.7329248E9,2024-11-30
97311.70719084324,1.7330976E9,2024-12-02
100313.15239828422,1.7369856E9,2025-01-16
101367.01064553364,1.7342208E9,2024-12-15
97353.94700820887,1.7337888E9,2024-12-10
95016.71440989176,1.7363808E9,2025-01-09
104334.61575724394,1.7372448E9,2025-01-19
96574.07768799194,1.7368992E9,2025-01-15
93663.44751964067,1.7355168E9,2024-12-30
97691.43431692653,1.7347392E9,2024-12-21
96649.71446771531,1.7338752E9,2024-12-11
101352.22971292294,1.7341344E9,2024-12-14
97201.50036407741,1.7334432E9,2024-12-06
106074.10723541168,1.7343936E9,2024-12-17
92627.28213113277,1.7356032E9,2024-12-31
100355.5761481501,1.7345664E9,2024-12-19
96852.14681235075,1.7358624E9,2025-01-03
92376.27578346101,1.7364672E9,2025-01-10
94736.6267420969,1.7365536E9,2025-01-11
106034.913402645,1.73448E9,2024-12-18
97202.82496847633,1.7348256E9,2024-12-22
100044.57926776377,1.737072E9,2025-01-17
101123.61811033697,1.7339616E9,2024-12-12
94644.91085464321,1.7349984E9,2024-12-24
98084.34279280754,1.7359488E9,2025-01-04
102229.39453189743,1.736208E9,2025-01-07
94454.77089638807,1.7367264E9,2025-01-13
95184.61945288602,1.7354304E9,2024-12-29
98695.71400782601,1.7350848E9,2024-12-25
94384.1761153871,1.735776E9,2025-01-02
99344.95417367229,1.7351712E9,2024-12-26
96952.09886774956,1.7362944E9,2025-01-08
100000.80836535197,1.734048E9,2024-12-13
94559.55167224213,1.73664E9,2025-01-12
104160.69358484233,1.7371584E9,2025-01-18
104721.50151808978,1.7343072E9,2024-12-16
95678.31244565405,1.7352576E9,2024-12-27
99781.82999198174,1.733616E9,2024-12-08
95094.27394862173,1.734912E9,2024-12-23
98364.58946599838,1.7361216E9,2025-01-06
93507.85874741491,1.7356896E9,2025-01-01
94456.3493746993,1.7368128E9,2025-01-14
97851.35377075805,1.7346528E9,2024-12-20
94331.94727053077,1.735344E9,2024-12-28
99973.85150659826,1.7335296E9,2024-12-07
101235.3717025316,1.7337024E9,2024-12-09
98256.73876849933,1.7360352E9,2025-01-05
104796.04077738234,1.7378496E9,2025-01-26
104835.19253555956,1.7377632E9,2025-01-25
96558.23762501091,1.7390592E9,2025-02-09
96564.15414290235,1.7402688E9,2025-02-23
96327.46309127835,1.7403552E9,2025-02-24
103718.97939813645,1.7381952E9,2025-01-30
91396.76686930266,1.7404416E9,2025-02-25
86005.25629681018,1.7408736E9,2025-03-02
97488.48148536457,1.7395776E9,2025-02-15
96558.4563096667,1.7389728E9,2025-02-08
84441.9012237131,1.7407872E9,2025-03-01
95739.97737079239,1.7393184E9,2025-02-12
102552.24874280207,1.737936E9,2025-01-27
96561.6639990985,1.7394912E9,2025-02-14
87310.80531078295,1.7411328E9,2025-03-05
96582.88682919052,1.7388E9,2025-02-06
98118.43921664466,1.7387136E9,2025-02-05
95495.89153299287,1.7399232E9,2025-02-19
96135.15541305285,1.7401824E9,2025-02-22
98384.31738240314,1.740096E9,2025-02-21
102382.39409722165,1.738368E9,2025-02-01
101313.11264498268,1.7381088E9,2025-01-29
88755.7693356979,1.740528E9,2025-02-26
96554.87156259285,1.7400096E9,2025-02-20
97568.31653024875,1.7385408E9,2025-02-03
94261.53286538439,1.74096E9,2025-03-03
86124.71418722175,1.7410464E9,2025-03-04
101958.46953745594,1.7380224E9,2025-01-28
104781.5135100103,1.7382816E9,2025-01-31
97569.95169430465,1.739664E9,2025-02-16
96635.41875332211,1.7388864E9,2025-02-07
101275.33714814208,1.7373312E9,2025-01-20
95776.15723852723,1.7398368E9,2025-02-18
96149.3484548204,1.7397504E9,2025-02-17
103673.53509537787,1.7375904E9,2025-01-23
97836.18856127483,1.7394048E9,2025-02-13
101466.8606657039,1.7386272E9,2025-02-04
84709.14477847965,1.7407008E9,2025-02-28
97399.98161383197,1.739232E9,2025-02-11
101764.90860170545,1.7374176E9,2025-01-21
83900.11496524839,1.7406144E9,2025-02-27
104067.60991206947,1.7376768E9,2025-01-24
100674.78762544956,1.7384544E9,2025-02-02
96548.57865379585,1.7391456E9,2025-02-10
106182.2368201815,1.737504E9,2025-01-22
78211.48358199988,1.743984E9,2025-04-07
84391.69087647168,1.7420832E9,2025-03-16
79596.35732250768,1.7443296E9,2025-04-11
82679.17255385047,1.7432928E9,2025-03-30
87227.27158032371,1.74312E9,2025-03-28
86773.33597555371,1.741392E9,2025-03-08
90001.40087607042,1.7413056E9,2025-03-07
85126.66244301842,1.7451072E9,2025-04-20
82514.09365397849,1.7434656E9,2025-04-01
83852.00765399594,1.7438112E9,2025-04-05
84105.77942167096,1.744848E9,2025-04-17
80751.13893300897,1.7415648E9,2025-03-10
83595.88550177493,1.7438976E9,2025-04-06
84009.532917822,1.7426016E9,2025-03-22
84270.84358966233,1.7425152E9,2025-03-21
78783.94057934263,1.7416512E9,2025-03-11
84359.46915506005,1.7432064E9,2025-03-29
84930.90857600998,1.7449344E9,2025-04-18
76329.090356324,1.7441568E9,2025-04-09
82356.38111183756,1.7433792E9,2025-03-31
84523.4524914945,1.7446752E9,2025-04-15
85237.5876052852,1.743552E9,2025-04-02
82526.4221526433,1.7436384E9,2025-04-03
81098.90052436228,1.7419104E9,2025-03-14
84433.75017215389,1.7450208E9,2025-04-19
85787.70914901773,1.7427744E9,2025-03-24
90604.08098523637,1.7412192E9,2025-03-06
86142.9833586432,1.7414784E9,2025-03-09
82610.61750343916,1.7421696E9,2025-03-17
87327.72969669085,1.7428608E9,2025-03-25
79179.29226757778,1.7440704E9,2025-04-08
87520.58391530563,1.7429472E9,2025-03-26
86960.8555491039,1.7430336E9,2025-03-27
83793.30854192551,1.742688E9,2025-03-23
93576.16588573981,1.7453664E9,2025-04-23
93605.45230873208,1.7454528E9,2025-04-24
82799.1080292053,1.7417376E9,2025-03-12
84075.36559694471,1.742256E9,2025-03-18
86815.44109470697,1.7424288E9,2025-03-20
82780.03048688271,1.7423424E9,2025-03-19
83439.28818043756,1.744416E9,2025-04-12
85305.09728392666,1.7445024E9,2025-04-13
83971.70916064628,1.7419968E9,2025-03-15
83600.82010054543,1.7445888E9,2025-04-14
83656.49248858042,1.7447616E9,2025-04-16
85073.16544858096,1.7451936E9,2025-04-21
87452.04699068287,1.74528E9,2025-04-22
82622.17029546302,1.7442432E9,2025-04-10
83163.98757387721,1.7437248E9,2025-04-04
83884.24578828987,1.741824E9,2025-03-13
